date,prcp,srad,tmax,tmin,vprp
1980-01-01,0.16,283.52,11.27,-6.42,419.24
1980-01-02,3.69,158.13,9.34,-1.07,543.6
1980-01-03,1.52,117.04,5.96,-4.42,449.13
1980-01-04,0.01,131.66,0.75,-4.12,444.24
1980-01-05,0.0,187.88,4.8,-2.41,499.13
1980-01-06,0.0,246.11,7.42,-3.07,469.51
1980-01-07,0.0,250.35,4.49,-11.36,282.02
1980-01-08,0.0,246.58,0.63,-9.3,283.28
1980-01-09,0.0,270.14,1.93,-9.45,320.26
1980-01-10,0.0,304.63,15.9,-2.08,520.79
1980-01-11,0.0,300.5,13.76,-3.23,518.67
1980-01-12,0.0,258.88,10.76,-1.71,548.4
1980-01-13,0.0,314.76,21.94,-2.11,584.28
1980-01-14,0.0,315.51,19.11,-2.15,604.1
1980-01-15,0.05,255.32,16.62,3.13,745.54
1980-01-16,0.02,230.38,13.08,0.98,649.03
1980-01-17,0.0,310.71,9.59,-5.66,460.01
1980-01-18,15.43,215.38,10.97,-1.12,561.19
1980-01-19,10.48,206.3,9.14,-1.57,560.01
1980-01-20,6.61,53.97,6.99,-2.53,504.06
1980-01-21,2.03,194.7,3.57,-2.51,501.93
1980-01-22,0.01,212.93,4.03,-2.26,500.24
1980-01-23,0.0,338.43,11.69,-5.6,459.65
1980-01-24,0.0,335.74,18.24,-0.12,632.06
1980-01-25,0.03,283.37,15.61,1.28,639.16
1980-01-26,0.05,330.35,8.67,-10.61,320.79
1980-01-27,0.06,242.63,2.12,-11.82,233.27
1980-01-28,0.39,132.59,-5.85,-11.22,229.81
1980-01-29,0.43,120.94,-8.05,-10.97,234.62
1980-01-30,0.12,205.13,-4.94,-9.51,242.32
1980-01-31,0.0,392.09,-2.83,-16.66,164.0
1980-02-01,0.0,404.23,5.26,-12.42,210.24
1980-02-02,0.0,405.82,12.23,-6.69,311.65
1980-02-03,0.0,390.63,9.36,-6.13,344.12
1980-02-04,0.0,240.5,6.31,-3.02,420.17
1980-02-05,0.0,363.9,11.33,-3.38,414.65
1980-02-06,0.0,352.66,8.65,-5.83,360.47
1980-02-07,12.95,156.92,5.43,-4.38,376.94
1980-02-08,5.45,166.25,-0.39,-7.75,299.52
1980-02-09,0.05,381.62,-2.83,-15.19,175.38
1980-02-10,0.0,414.82,3.05,-16.61,155.04
