date,prcp,srad,tmax,tmin,vprp
1980-01-01,0.0,245.13,6.78,-6.48,392.69
1980-01-02,0.0,212.06,4.27,-4.76,416.89
1980-01-03,0.0,200.92,2.65,-5.4,390.22
1980-01-04,3.02,211.53,1.65,-8.08,324.97
1980-01-05,0.97,196.17,-0.78,-8.79,292.41
1980-01-06,0.26,247.82,1.59,-11.34,270.23
1980-01-07,0.09,203.3,2.51,-6.01,357.55
1980-01-08,0.01,273.19,2.43,-7.36,327.41
1980-01-09,2.11,220.39,-1.12,-11.15,251.11
1980-01-10,0.56,300.37,-0.5,-12.63,229.55
1980-01-11,2.06,244.76,4.69,-9.84,285.48
1980-01-12,0.54,300.85,4.06,-7.57,327.13
1980-01-13,1.54,230.77,2.43,-8.26,328.52
1980-01-14,10.67,231.04,4.87,-5.75,392.4
1980-01-15,3.18,234.87,7.24,-4.02,444.07
1980-01-16,0.13,319.64,9.29,-5.32,431.01
1980-01-17,0.0,259.22,5.9,-2.57,485.06
1980-01-18,1.16,190.85,4.32,-2.41,511.63
1980-01-19,0.34,133.63,3.69,-0.1,557.3
1980-01-20,0.01,288.74,4.67,-4.63,431.99
1980-01-21,0.0,310.44,5.06,-6.37,371.87
1980-01-22,0.0,309.46,4.11,-6.81,366.42
1980-01-23,0.0,255.95,3.59,-3.55,408.49
1980-01-24,0.45,251.49,0.39,-11.4,262.54
1980-01-25,0.26,232.04,-2.3,-11.68,238.11
1980-01-26,0.04,320.36,1.37,-9.55,272.09
1980-01-27,0.0,307.38,0.69,-9.14,287.02
1980-01-28,0.0,299.86,1.31,-7.76,308.06
1980-01-29,0.0,293.54,-0.59,-8.97,283.68
1980-01-30,1.18,243.5,-1.35,-10.58,251.19
1980-01-31,0.62,239.23,-3.75,-12.3,221.88
1980-02-01,0.08,335.45,-1.01,-11.4,226.89
1980-02-02,0.0,331.7,-0.92,-10.99,224.9
1980-02-03,0.0,358.94,-2.48,-15.07,186.22
1980-02-04,0.0,332.45,-0.61,-10.31,235.89
1980-02-05,0.0,356.91,0.65,-11.19,235.59
1980-02-06,0.88,257.48,-1.13,-10.59,244.18
1980-02-07,0.23,320.81,-1.75,-10.3,246.87
1980-02-08,0.0,374.79,3.14,-10.02,256.77
1980-02-09,0.0,373.64,2.79,-9.52,260.15
1980-02-10,0.0,374.99,1.46,-10.74,241.47
1980-02-11,0.07,312.82,1.25,-10.91,243.99
1980-02-12,0.02,355.86,0.92,-9.0,256.18
1980-02-13,0.0,397.19,1.5,-12.82,212.99
1980-02-14,0.0,402.97,3.53,-11.1,246.85
1980-02-15,4.01,303.27,5.89,-6.74,330.85
1980-02-16,1.08,285.09,3.0,-7.02,316.86
1980-02-17,0.01,389.39,0.65,-10.8,237.37
1980-02-18,0.0,375.12,-2.5,-12.53,206.39
1980-02-19,0.0,418.01,3.23,-11.77,224.23
1980-02-20,1.54,334.54,9.87,-11.1,274.98
1980-02-21,4.81,331.5,12.57,-5.57,400.94
1980-02-22,3.42,319.5,11.78,-2.26,497.66
1980-02-23,0.97,253.0,8.5,-0.89,541.35
1980-02-24,0.1,344.36,9.36,0.8,560.75
1980-02-25,0.15,319.52,9.84,-2.72,446.76
1980-02-26,0.04,419.95,6.5,-6.28,342.4
1980-02-27,0.41,214.53,3.4,-5.46,345.79
1980-02-28,0.7,258.8,-0.14,-7.53,283.0
1980-02-29,0.56,277.24,-2.8,-15.37,225.6
1980-03-01,0.42,293.13,-4.98,-13.9,168.18
1980-03-02,0.15,314.77,-6.63,-16.67,145.48
1980-03-03,0.01,444.65,-2.39,-14.76,166.99
1980-03-04,1.49,362.64,4.93,-11.63,231.15
1980-03-05,1.91,366.25,10.15,-7.83,312.61
1980-03-06,0.4,412.56,6.36,-4.47,371.3
1980-03-07,0.63,317.8,6.61,-3.5,420.68
1980-03-08,4.21,363.96,13.89,-2.62,473.52
1980-03-09,1.06,440.17,12.79,0.73,521.64
1980-03-10,0.11,350.74,8.65,-4.39,397.96
1980-03-11,0.19,381.9,11.35,-7.88,309.02
1980-03-12,1.98,352.46,5.83,-9.92,251.96
1980-03-13,15.5,336.56,0.86,-9.43,258.65
1980-03-14,5.01,274.09,0.27,-6.8,323.41
1980-03-15,0.28,398.15,5.02,-3.41,388.09
1980-03-16,0.0,461.31,7.14,-4.35,379.73
1980-03-17,11.97,377.56,9.79,-3.9,427.03
1980-03-18,3.21,362.6,11.77,-0.38,508.79
1980-03-19,0.02,483.38,8.66,-3.76,425.48
1980-03-20,9.58,382.2,12.38,-1.73,494.4
1980-03-21,24.4,371.59,12.07,-0.28,543.82
1980-03-22,5.76,504.46,12.57,-1.1,504.97
1980-03-23,0.0,331.49,8.43,-3.39,440.1
1980-03-24,4.57,398.48,11.94,-2.79,490.47
1980-03-25,1.88,240.68,9.3,1.73,597.54
1980-03-26,0.18,473.82,8.76,-1.77,472.2
1980-03-27,0.0,492.77,8.14,-3.32,432.68
1980-03-28,10.96,400.22,13.08,-1.25,522.26
1980-03-29,9.03,349.28,10.45,0.6,612.96
1980-03-30,6.34,287.43,10.45,3.43,717.46
1980-03-31,13.71,293.66,11.59,3.12,696.42
1980-04-01,3.28,406.15,9.12,0.21,603.23
1980-04-02,0.09,354.11,13.84,1.93,671.55
1980-04-03,4.97,368.63,14.84,1.7,678.22
1980-04-04,1.43,382.91,17.33,1.64,689.01
1980-04-05,0.03,509.97,17.88,2.88,694.64
1980-04-06,0.0,496.26,15.32,2.14,661.68
1980-04-07,0.0,525.9,18.2,1.45,685.3
1980-04-08,29.96,355.71,17.23,5.52,888.98
1980-04-09,10.34,276.74,16.52,8.93,1027.8
1980-04-10,2.98,391.13,19.59,4.25,819.06
1980-04-11,0.62,514.0,15.18,1.59,696.14
1980-04-12,0.64,384.25,17.71,4.0,794.07
1980-04-13,13.55,380.24,17.41,4.1,808.65
1980-04-14,15.07,342.5,14.54,4.48,816.89
1980-04-15,3.38,367.76,16.4,4.52,795.01
1980-04-16,0.09,453.02,12.06,1.52,619.4
1980-04-17,0.0,489.69,6.86,-3.87,454.51
1980-04-18,0.0,555.65,14.48,-2.41,510.87
1980-04-19,0.0,558.69,18.75,-0.06,630.44
1980-04-20,0.0,549.65,21.87,3.67,770.11
1980-04-21,0.0,556.39,23.6,3.65,775.42
1980-04-22,0.01,530.11,22.79,1.7,727.4
1980-04-23,0.0,555.14,22.68,3.84,806.32
1980-04-24,0.44,405.38,22.31,5.35,919.83
1980-04-25,3.51,376.04,20.73,7.73,977.28
1980-04-26,4.82,374.24,16.01,3.76,816.19
1980-04-27,11.28,291.57,12.87,4.92,846.08
1980-04-28,13.79,155.09,10.79,5.99,892.86
1980-04-29,5.46,232.86,11.37,5.53,900.15
1980-04-30,3.68,291.24,15.01,7.24,986.37
1980-05-01,0.79,299.41,13.77,8.15,1029.88
1980-05-02,2.75,382.24,20.85,8.04,1030.88
1980-05-03,0.72,560.93,23.12,5.29,934.07
1980-05-04,0.0,549.54,25.82,8.23,1059.67
1980-05-05,0.0,555.29,26.52,8.11,1092.18
1980-05-06,0.32,415.66,28.84,8.56,1126.22
1980-05-07,0.08,567.29,27.92,6.04,956.16
1980-05-08,0.0,556.28,22.7,4.78,816.23
1980-05-09,0.0,541.86,16.58,1.09,653.95
1980-05-10,1.3,421.84,15.4,-0.48,659.74
1980-05-11,12.98,420.54,21.98,4.68,928.09
1980-05-12,21.4,310.56,19.71,10.76,1278.55
1980-05-13,8.9,322.45,23.39,13.64,1490.74
1980-05-14,1.09,508.71,26.46,12.72,1323.61
1980-05-15,0.0,539.05,21.45,4.25,856.09
1980-05-16,0.0,560.27,19.31,3.26,807.2
1980-05-17,5.49,413.87,21.53,5.66,950.01
1980-05-18,2.22,375.74,19.77,7.5,1107.68
1980-05-19,0.64,283.02,20.13,12.3,1360.23
1980-05-20,10.73,371.19,23.5,11.35,1348.25
1980-05-21,5.91,363.48,23.39,11.77,1337.1
1980-05-22,0.82,518.15,23.32,10.27,1268.06
1980-05-23,0.08,407.32,28.38,11.89,1440.54
1980-05-24,0.91,404.67,29.45,12.97,1491.57
1980-05-25,0.23,534.25,27.15,11.72,1291.85
1980-05-26,0.0,578.7,27.62,6.31,1002.92
1980-05-27,0.0,569.96,23.42,5.92,950.48
1980-05-28,0.0,570.53,24.78,6.61,1031.48
1980-05-29,0.0,554.02,27.69,9.84,1255.0
1980-05-30,2.46,389.16,27.15,12.49,1527.61
1980-05-31,3.34,336.58,27.52,16.31,1765.97
1980-06-01,3.04,389.21,29.27,13.93,1654.82
1980-06-02,8.02,373.89,28.78,15.02,1737.73
1980-06-03,5.78,303.94,25.81,16.44,1743.9
1980-06-04,1.01,527.67,27.73,12.45,1395.06
1980-06-05,0.67,415.65,25.41,8.51,1173.11
1980-06-06,1.34,415.39,25.16,8.57,1205.05
1980-06-07,9.07,383.52,25.01,11.73,1452.61
1980-06-08,6.42,390.89,30.84,15.19,1588.76
1980-06-09,4.87,419.91,23.11,6.6,1067.57
1980-06-10,1.39,405.59,21.59,7.29,982.1
1980-06-11,0.1,565.0,18.27,2.48,779.34
1980-06-12,0.0,547.37,19.05,4.56,853.78
1980-06-13,0.0,567.59,23.33,5.93,961.08
1980-06-14,0.0,567.69,26.28,7.76,1115.65
1980-06-15,6.91,416.36,28.59,10.41,1295.59
1980-06-16,3.14,412.09,26.86,10.06,1204.4
1980-06-17,0.35,501.94,20.08,6.31,965.98
1980-06-18,0.0,556.14,23.42,7.08,1031.12
1980-06-19,1.23,410.43,24.76,8.71,1165.12
1980-06-20,1.25,396.69,24.95,10.2,1268.49
1980-06-21,0.27,313.68,21.42,12.01,1337.91
1980-06-22,0.01,540.99,26.89,10.85,1282.48
1980-06-23,0.0,546.33,28.64,11.6,1347.93
1980-06-24,0.0,540.9,29.8,12.8,1444.29
1980-06-25,0.0,526.21,29.22,13.72,1497.08
1980-06-26,0.0,536.32,29.88,13.31,1546.59
1980-06-27,0.0,514.65,32.19,16.58,1769.93
1980-06-28,1.31,395.21,32.59,15.51,1808.24
1980-06-29,11.85,360.73,30.73,17.48,1875.88
1980-06-30,3.03,507.56,30.15,15.6,1599.29
1980-07-01,0.0,532.19,26.44,11.39,1364.98
1980-07-02,0.0,485.34,27.65,15.08,1625.29
1980-07-03,2.21,368.43,30.19,16.53,1804.53
1980-07-04,3.51,336.38,27.18,16.13,1761.58
1980-07-05,0.85,387.74,30.97,15.33,1708.84
1980-07-06,0.02,514.34,30.18,15.21,1530.07
1980-07-07,2.28,418.88,26.41,8.51,1171.28
1980-07-08,6.76,419.28,27.48,9.43,1177.85
1980-07-09,1.64,486.14,24.02,10.56,1227.92
1980-07-10,0.01,535.2,28.97,12.77,1369.13
1980-07-11,0.0,533.96,29.53,13.11,1477.72
1980-07-12,0.0,499.28,31.18,16.77,1670.18
1980-07-13,0.0,529.74,29.82,13.98,1451.67
1980-07-14,0.0,544.82,29.9,12.69,1377.71
1980-07-15,1.11,433.85,31.67,13.89,1582.21
1980-07-16,7.93,382.29,33.38,17.32,1887.62
1980-07-17,5.18,388.91,35.98,17.76,1967.37
1980-07-18,0.84,495.83,32.93,18.25,1883.43
1980-07-19,0.0,500.13,31.89,17.21,1797.84
1980-07-20,0.0,512.2,33.8,17.38,1860.43
1980-07-21,1.14,389.67,36.83,17.8,2050.8
1980-07-22,11.54,360.44,34.68,19.76,2150.03
1980-07-23,6.55,349.97,30.55,17.67,1889.84
1980-07-24,0.95,481.63,28.4,15.38,1597.26
1980-07-25,0.0,527.51,29.82,13.48,1448.1
1980-07-26,0.0,536.23,30.56,12.94,1451.33
1980-07-27,0.0,507.63,31.4,15.91,1672.97
1980-07-28,3.68,355.87,30.58,17.35,1872.11
1980-07-29,1.19,278.96,28.2,18.38,1905.5
1980-07-30,0.51,363.82,28.54,15.2,1668.34
1980-07-31,0.13,465.82,30.45,16.27,1677.7
1980-08-01,0.0,489.65,30.37,16.39,1714.6
1980-08-02,1.67,361.61,31.85,17.73,1882.82
1980-08-03,1.91,367.59,31.48,16.75,1833.79
1980-08-04,0.45,440.61,30.88,17.78,1862.82
1980-08-05,0.02,456.13,31.18,18.68,1970.32
1980-08-06,1.24,370.17,33.47,19.96,2118.75
1980-08-07,0.77,351.95,31.2,17.68,1960.16
1980-08-08,1.51,363.99,33.52,18.21,2039.4
