date,prcp,srad,tmax,tmin,vprp
1980-01-01,0.0,188.68,2.47,-9.21,268.41
1980-01-02,0.0,190.85,0.47,-11.58,226.07
1980-01-03,0.06,170.65,-2.1,-15.16,180.5
1980-01-04,0.03,189.49,-0.59,-10.37,221.98
1980-01-05,0.0,226.49,-2.5,-16.6,162.07
1980-01-06,0.02,219.54,-1.5,-16.82,141.85
1980-01-07,0.01,225.66,-3.64,-20.78,104.52
1980-01-08,0.52,192.0,-9.45,-23.81,76.43
1980-01-09,0.25,231.96,-11.86,-27.58,60.02
1980-01-10,0.02,266.81,0.53,-22.75,89.14
1980-01-11,0.0,276.94,1.98,-18.96,119.04
1980-01-12,0.0,279.4,4.09,-18.7,160.8
1980-01-13,0.02,230.74,12.39,-2.4,425.1
1980-01-14,0.02,203.12,10.17,-4.21,430.72
1980-01-15,0.04,135.42,6.02,-2.6,453.01
1980-01-16,0.02,155.44,3.79,-5.0,382.25
1980-01-17,0.0,215.95,2.6,-9.14,282.97
1980-01-18,0.0,184.11,0.8,-9.35,253.85
1980-01-19,0.0,216.66,-1.24,-12.18,213.07
1980-01-20,0.0,241.86,2.72,-11.68,214.0
1980-01-21,0.02,234.92,3.81,-9.94,240.87
1980-01-22,0.15,218.2,3.44,-9.41,244.77
1980-01-23,0.07,274.75,3.17,-12.73,235.09
1980-01-24,0.12,165.09,8.7,-0.88,433.18
1980-01-25,0.05,271.93,5.54,-15.82,193.12
1980-01-26,0.0,214.65,1.31,-21.52,94.64
1980-01-27,0.01,221.77,-13.02,-22.77,78.92
1980-01-28,0.0,241.41,-11.38,-22.54,77.8
1980-01-29,0.22,247.57,-11.41,-24.32,69.73
1980-01-30,1.37,202.56,-11.1,-20.27,77.24
1980-01-31,0.53,325.88,-8.25,-26.99,50.91
1980-02-01,0.0,306.7,-9.56,-23.1,64.34
1980-02-02,0.0,264.98,-5.69,-14.9,115.84
1980-02-03,0.08,197.36,-5.31,-11.1,164.65
1980-02-04,4.97,230.39,1.04,-10.05,181.15
1980-02-05,2.04,274.52,3.18,-6.71,223.9
1980-02-06,0.0,195.17,1.51,-7.51,233.73
1980-02-07,0.0,154.92,-3.37,-9.74,202.96
1980-02-08,0.0,290.18,-7.26,-16.62,118.5
1980-02-09,0.0,346.54,-4.71,-19.58,90.26
1980-02-10,0.0,325.77,-1.33,-12.55,125.72
1980-02-11,0.0,312.15,-3.62,-16.0,111.6
1980-02-12,0.0,360.68,-0.89,-16.11,104.02
1980-02-13,0.09,316.68,-1.7,-14.03,120.65
