date,prcp,srad,tmax,tmin,vprp
1980-01-01,0.0,269.3,8.73,-7.16,369.13
1980-01-02,0.0,242.6,6.35,-6.86,352.14
1980-01-03,0.0,110.27,2.96,-5.36,366.54
1980-01-04,0.0,185.77,0.16,-6.98,341.79
1980-01-05,0.0,234.13,3.72,-6.43,354.96
1980-01-06,0.0,229.36,3.29,-6.26,340.33
1980-01-07,0.0,246.29,0.61,-13.85,211.84
1980-01-08,0.0,247.27,-2.66,-13.22,196.76
1980-01-09,0.0,263.73,-1.67,-13.41,212.51
1980-01-10,0.0,290.51,10.7,-8.28,317.76
1980-01-11,0.0,280.56,9.87,-5.98,368.07
1980-01-12,0.0,286.5,7.03,-9.34,339.28
1980-01-13,0.0,265.55,12.49,-0.2,545.16
1980-01-14,0.0,294.75,15.37,-4.24,521.69
1980-01-15,0.12,182.59,14.46,4.22,763.41
1980-01-16,0.31,188.25,12.48,1.76,670.97
1980-01-17,0.41,272.29,9.03,-7.64,381.17
1980-01-18,15.1,260.5,10.38,-6.53,374.0
1980-01-19,7.57,219.73,8.44,-2.58,458.56
1980-01-20,1.42,149.68,5.1,-3.96,426.77
1980-01-21,0.32,227.56,4.73,-2.86,446.25
1980-01-22,0.04,251.31,4.39,-2.58,442.67
1980-01-23,0.0,327.08,6.66,-5.6,400.17
1980-01-24,0.0,323.95,12.73,0.45,546.94
1980-01-25,0.58,254.45,11.14,-1.86,484.74
1980-01-26,0.22,329.69,6.98,-11.98,251.18
1980-01-27,0.14,141.83,-0.4,-12.86,192.24
1980-01-28,0.13,198.38,-8.25,-13.41,179.11
1980-01-29,1.86,242.57,-7.03,-15.72,160.17
1980-01-30,1.12,161.39,-7.24,-11.42,189.6
1980-01-31,0.17,374.49,-7.6,-21.28,108.32
1980-02-01,0.0,383.77,-4.13,-19.54,118.93
1980-02-02,0.0,361.59,2.23,-9.85,224.48
1980-02-03,0.06,285.7,1.87,-7.13,293.72
1980-02-04,0.88,219.44,1.03,-5.93,338.47
1980-02-05,0.35,258.67,4.39,-2.81,400.64
1980-02-06,0.02,281.68,2.98,-5.54,337.31
1980-02-07,9.45,190.89,-0.27,-8.1,285.53
1980-02-08,5.06,183.88,-3.55,-8.06,266.34
1980-02-09,0.64,370.89,-5.14,-15.14,166.34
