date,prcp,srad,tmax,tmin,vprp
1980-01-01,0.0,260.63,10.63,1.16,660.16
1980-01-02,0.0,318.41,10.64,-2.19,550.19
1980-01-03,11.28,258.6,15.83,-1.27,600.91
1980-01-04,5.01,299.82,17.51,0.82,665.55
1980-01-05,0.42,249.88,13.38,-0.33,575.2
1980-01-06,0.0,332.99,7.69,-5.52,439.97
1980-01-07,2.81,252.17,11.72,-2.15,587.77
1980-01-08,2.09,204.13,16.37,6.93,1006.16
1980-01-09,0.41,223.03,19.95,12.37,1328.27
1980-01-10,1.69,206.12,18.5,9.54,1228.52
1980-01-11,10.61,154.6,17.67,11.28,1245.84
1980-01-12,4.23,255.18,19.55,5.04,954.95
1980-01-13,0.31,254.62,16.23,5.25,880.13
1980-01-14,0.07,257.41,13.27,4.12,820.61
1980-01-15,0.02,344.26,16.8,3.01,790.59
1980-01-16,0.67,255.58,17.23,3.75,860.07
1980-01-17,30.96,214.96,17.46,8.11,1104.22
1980-01-18,12.06,149.79,17.53,12.73,1332.85
1980-01-19,0.61,327.52,18.11,6.66,1047.1
1980-01-20,0.0,355.72,21.79,6.87,1031.52
1980-01-21,0.0,353.28,21.52,7.21,1054.75
1980-01-22,12.44,243.73,19.2,8.17,1069.69
1980-01-23,5.32,324.68,18.38,4.35,841.8
1980-01-24,0.39,369.55,13.3,-3.53,535.96
1980-01-25,6.67,289.25,15.42,-1.34,635.57
1980-01-26,3.8,195.13,14.06,6.93,957.99
1980-01-27,0.65,134.77,12.86,8.4,1020.48
1980-01-28,0.04,362.11,14.67,2.91,794.81
1980-01-29,0.0,378.45,15.37,2.04,735.25
1980-01-30,9.98,289.2,16.34,1.89,743.01
1980-01-31,4.19,352.12,20.44,2.12,709.53
1980-02-01,0.29,356.65,14.29,-6.59,395.72
1980-02-02,0.0,384.36,2.92,-8.76,310.32
1980-02-03,0.0,409.37,6.44,-7.79,350.86
1980-02-04,0.0,395.29,9.75,-3.01,475.15
1980-02-05,5.83,297.74,9.68,-2.9,510.81
1980-02-06,2.36,356.06,11.74,-1.23,545.26
1980-02-07,0.14,426.88,11.29,-5.19,443.08
1980-02-08,0.37,317.24,9.92,-4.62,462.17
1980-02-09,10.87,313.82,14.16,-1.05,581.65
1980-02-10,4.94,354.71,12.47,-0.35,581.72
1980-02-11,0.45,375.32,9.27,-5.12,431.93
1980-02-12,0.0,434.62,10.96,-4.43,455.61
1980-02-13,0.0,392.25,10.27,-1.13,553.48
1980-02-14,0.0,422.89,13.15,-0.91,599.41
1980-02-15,0.8,338.99,20.48,0.45,705.83
1980-02-16,0.38,421.92,21.74,4.31,794.92
1980-02-17,0.05,452.89,16.91,-5.8,459.32
1980-02-18,0.0,447.87,10.98,-6.88,382.57
1980-02-19,0.24,349.18,15.08,-4.63,485.21
1980-02-20,0.08,440.82,19.06,1.25,784.39
1980-02-21,3.25,286.78,24.48,12.47,1406.07
1980-02-22,4.94,241.94,23.63,14.72,1621.48
1980-02-23,1.29,360.02,24.95,14.41,1579.54
1980-02-24,0.0,414.8,27.17,12.77,1433.2
1980-02-25,0.0,443.8,25.44,9.28,1110.48
1980-02-26,0.0,484.79,20.38,-3.41,556.62
1980-02-27,0.0,463.75,12.96,-4.32,456.67
1980-02-28,0.0,493.21,18.99,-2.08,583.94
1980-02-29,4.56,413.57,24.1,4.54,771.77
1980-03-01,9.13,337.69,22.87,7.68,959.33
1980-03-02,2.25,428.87,17.42,-8.2,408.0
1980-03-03,0.09,478.31,8.41,-9.88,287.93
1980-03-04,4.33,417.98,12.89,-7.5,384.13
1980-03-05,4.57,405.35,18.07,-0.16,614.9
1980-03-06,1.25,469.45,23.56,1.72,738.11
1980-03-07,27.99,375.01,23.71,4.25,963.5
1980-03-08,11.13,285.75,24.15,13.79,1521.58
1980-03-09,2.95,313.19,27.33,15.76,1686.95
1980-03-10,1.08,312.2,24.0,11.97,1397.4
1980-03-11,1.91,340.97,23.45,9.19,1188.95
1980-03-12,22.69,312.52,19.77,8.4,1075.01
1980-03-13,8.49,256.58,16.11,5.96,894.84
1980-03-14,0.38,499.24,18.75,2.49,750.09
1980-03-15,0.0,501.89,17.8,1.78,770.76
1980-03-16,0.0,459.25,21.74,8.72,1117.91
1980-03-17,29.46,282.31,22.02,12.57,1313.04
1980-03-18,11.76,457.82,21.49,4.77,921.6
1980-03-19,1.66,375.17,17.61,3.05,827.36
1980-03-20,12.05,386.42,23.02,5.88,1006.49
1980-03-21,4.85,443.85,25.92,10.26,1162.02
1980-03-22,0.32,528.57,19.77,2.07,814.54
1980-03-23,0.36,413.23,22.57,5.37,962.79
1980-03-24,7.74,368.57,24.09,9.49,1147.17
1980-03-25,8.46,404.5,23.75,4.88,963.55
1980-03-26,11.55,366.01,20.26,6.68,1024.34
1980-03-27,16.38,178.62,17.48,9.73,1171.49
1980-03-28,27.48,187.04,16.0,10.93,1297.17
1980-03-29,39.82,156.25,17.66,13.49,1479.13
1980-03-30,11.12,225.9,19.5,13.5,1429.24
1980-03-31,0.14,549.7,23.47,5.95,1034.71
1980-04-01,0.0,535.57,22.82,7.09,1062.66
1980-04-02,3.03,400.01,25.19,8.92,1225.98
1980-04-03,5.54,229.0,21.95,12.7,1466.89
1980-04-04,1.73,403.11,25.54,15.79,1595.31
1980-04-05,0.07,566.57,22.75,4.74,988.65
1980-04-06,6.89,412.13,21.49,5.77,990.53
1980-04-07,3.85,403.77,23.36,8.29,1166.31
1980-04-08,8.63,367.19,23.22,11.51,1305.12
1980-04-09,2.71,556.12,23.8,7.26,1070.02
1980-04-10,0.0,570.16,23.62,5.49,976.91
1980-04-11,5.92,427.96,25.55,6.59,1069.91
1980-04-12,9.84,398.84,23.99,9.49,1272.99
1980-04-13,59.52,205.5,22.09,14.44,1481.68
1980-04-14,19.14,415.92,20.63,7.31,1071.02
1980-04-15,0.06,483.9,17.34,4.02,849.18
1980-04-16,0.0,573.38,20.83,4.2,886.02
1980-04-17,0.0,578.23,24.66,6.38,1042.36
1980-04-18,10.09,412.0,25.55,9.86,1271.33
1980-04-19,4.06,380.8,23.8,11.51,1332.39
1980-04-20,0.24,517.0,21.49,8.16,1140.6
1980-04-21,0.0,569.59,26.18,8.99,1204.93
1980-04-22,0.0,569.71,28.71,10.19,1328.17
1980-04-23,0.0,558.14,30.27,12.46,1504.64
1980-04-24,0.0,554.4,30.87,13.51,1599.48
1980-04-25,33.15,405.87,29.14,13.55,1637.61
1980-04-26,12.95,386.61,28.48,14.86,1689.85
1980-04-27,0.73,403.43,26.38,12.16,1430.89
1980-04-28,0.03,496.43,22.65,7.82,1100.9
1980-04-29,0.01,532.8,22.01,7.67,1098.19
1980-04-30,1.48,448.04,24.26,9.45,1250.55
1980-05-01,2.24,401.29,26.46,12.05,1452.33
1980-05-02,1.95,287.62,24.12,13.7,1560.8
1980-05-03,3.92,360.51,25.73,14.39,1608.16
1980-05-04,1.16,539.52,26.05,11.63,1412.85
