date,prcp,srad,tmax,tmin,vprp
1980-01-01,0.0,188.71,3.46,-11.62,168.85
1980-01-02,0.0,190.1,1.66,-14.89,142.23
1980-01-03,0.73,146.53,-1.61,-16.41,130.27
1980-01-04,0.32,190.8,-1.97,-13.41,143.01
1980-01-05,5.03,159.87,-4.21,-18.0,113.77
1980-01-06,4.64,169.37,-8.41,-20.79,87.94
1980-01-07,1.06,193.84,-11.4,-27.85,50.94
1980-01-08,0.0,187.24,-20.12,-32.47,31.88
1980-01-09,0.0,173.87,-23.6,-31.47,33.36
1980-01-10,0.28,161.83,-17.05,-26.44,49.45
1980-01-11,0.13,210.08,-15.91,-27.03,50.66
1980-01-12,0.0,229.2,-10.08,-25.41,66.87
1980-01-13,0.0,243.35,6.76,-12.62,155.44
1980-01-14,0.0,221.18,4.49,-9.51,198.57
1980-01-15,0.0,232.75,2.59,-10.77,189.56
1980-01-16,0.0,243.7,4.27,-11.61,177.56
1980-01-17,0.0,235.25,2.85,-10.2,184.16
1980-01-18,0.0,232.27,3.03,-8.97,185.89
1980-01-19,0.0,247.91,0.16,-17.37,118.53
1980-01-20,0.0,245.13,-1.82,-14.9,128.04
1980-01-21,0.61,172.07,0.15,-9.01,193.22
1980-01-22,0.25,236.47,-1.2,-12.11,164.97
1980-01-23,0.53,194.71,1.27,-10.67,194.39
1980-01-24,0.59,167.31,5.59,-2.99,297.3
1980-01-25,0.26,242.91,2.36,-20.0,123.84
1980-01-26,0.04,210.85,-1.65,-25.18,59.62
1980-01-27,0.0,214.59,-17.75,-25.89,51.77
1980-01-28,0.0,225.77,-18.65,-27.13,46.12
1980-01-29,0.02,240.34,-16.89,-29.46,39.93
1980-01-30,0.01,275.94,-13.49,-27.01,46.18
1980-01-31,0.0,282.86,-8.87,-23.49,60.64
1980-02-01,0.13,233.41,-4.6,-20.14,85.01
1980-02-02,0.05,265.66,-2.34,-13.69,128.99
1980-02-03,0.18,208.42,-0.91,-9.61,187.54
1980-02-04,0.24,198.69,3.46,-5.91,250.85
1980-02-05,0.16,220.86,3.71,-4.6,258.57
1980-02-06,0.05,290.98,1.93,-13.58,151.26
1980-02-07,0.1,224.75,-0.2,-12.89,145.92
1980-02-08,0.11,222.01,-2.66,-10.9,166.42
1980-02-09,0.05,262.24,2.24,-9.7,169.2
1980-02-10,0.15,244.76,1.22,-12.06,145.32
1980-02-11,0.06,264.58,-1.7,-16.35,109.8
1980-02-12,0.04,266.21,-6.03,-16.84,104.77
1980-02-13,0.08,229.62,-5.28,-13.72,123.09
1980-02-14,0.03,312.36,-7.24,-19.35,85.31
1980-02-15,0.0,294.4,-9.21,-20.31,75.02
1980-02-16,0.0,315.14,-8.4,-19.68,75.42
1980-02-17,0.0,342.12,-3.24,-19.15,81.34
1980-02-18,0.76,269.81,2.22,-12.7,129.61
1980-02-19,0.51,281.61,1.89,-9.3,168.87
1980-02-20,1.87,232.16,1.12,-8.02,194.78
1980-02-21,2.18,224.48,-0.65,-10.11,183.27
1980-02-22,0.62,270.68,-2.04,-10.27,167.32
1980-02-23,0.1,328.51,-1.21,-15.29,122.84
1980-02-24,0.91,287.82,-0.6,-13.61,120.58
1980-02-25,0.36,386.59,-2.3,-23.88,69.81
1980-02-26,0.0,383.24,1.85,-16.38,100.16
1980-02-27,0.0,380.02,7.53,-8.0,156.91
1980-02-28,0.0,397.05,9.55,-13.85,112.65
1980-02-29,0.0,395.3,5.7,-26.21,82.56
1980-03-01,0.0,392.21,-9.78,-25.12,52.47
1980-03-02,0.0,404.26,1.72,-16.96,89.15
1980-03-03,0.75,311.96,6.16,-10.58,140.36
1980-03-04,0.37,338.86,3.4,-20.22,87.01
1980-03-05,0.03,315.33,-9.19,-20.7,75.01
1980-03-06,0.0,387.16,-6.95,-19.44,75.2
1980-03-07,0.0,420.2,-1.22,-18.77,76.59
1980-03-08,0.0,420.49,1.48,-15.0,101.63
1980-03-09,0.13,314.3,3.63,-9.41,148.63
1980-03-10,0.19,401.69,3.19,-18.99,86.15
1980-03-11,0.06,413.42,1.66,-14.92,101.23
1980-03-12,0.09,306.61,2.33,-7.46,164.54
1980-03-13,0.04,424.08,2.08,-12.76,120.76
1980-03-14,0.0,434.13,6.98,-9.21,144.01
1980-03-15,1.51,318.11,8.58,-4.47,207.61
1980-03-16,0.97,393.85,7.19,-10.01,153.97
1980-03-17,0.14,415.19,4.51,-9.42,151.01
1980-03-18,0.02,387.03,8.79,-5.67,201.8
1980-03-19,0.19,375.42,11.12,-1.97,259.36
1980-03-20,0.14,279.97,8.7,-2.37,277.2
1980-03-21,1.52,332.39,5.04,-7.84,202.83
1980-03-22,0.88,332.6,4.62,-5.7,213.08
1980-03-23,0.11,385.34,3.03,-7.21,185.95
1980-03-24,0.0,393.4,3.21,-7.13,183.64
1980-03-25,0.01,408.3,6.29,-5.3,200.16
1980-03-26,0.01,397.16,5.69,-4.76,207.27
1980-03-27,0.0,444.51,7.55,-5.01,194.97
1980-03-28,0.0,453.28,8.72,-4.18,197.41
1980-03-29,0.0,463.65,8.86,-4.92,190.01
1980-03-30,0.0,492.36,12.93,-3.42,201.5
1980-03-31,0.0,464.09,11.68,-1.9,229.88
1980-04-01,0.0,403.88,9.87,-1.0,258.53
1980-04-02,0.01,398.57,7.95,-1.64,250.15
1980-04-03,0.0,450.7,8.85,-2.43,213.91
1980-04-04,0.0,508.94,11.56,-5.16,171.34
1980-04-05,0.0,520.58,16.79,-3.01,170.73
1980-04-06,3.74,395.37,19.39,-0.27,218.56
1980-04-07,5.01,369.72,17.42,0.64,264.92
1980-04-08,1.6,298.44,13.03,-2.0,262.29
1980-04-09,0.07,493.12,9.0,-6.31,171.6
1980-04-10,0.0,500.86,12.49,-3.04,178.25
1980-04-11,0.0,508.79,10.47,-5.9,160.9
