date,prcp,srad,tmax,tmin,vprp
1980-01-01,0.0,252.55,6.43,-8.74,328.41
1980-01-02,0.0,242.35,4.95,-7.32,347.45
1980-01-03,0.0,179.9,2.24,-4.9,374.84
1980-01-04,0.29,224.78,0.02,-9.97,285.48
1980-01-05,0.38,189.05,-0.91,-8.3,293.96
1980-01-06,0.09,270.93,0.62,-9.09,290.37
1980-01-07,1.11,204.24,1.14,-7.39,326.01
1980-01-08,0.29,234.93,0.79,-6.12,340.85
1980-01-09,0.03,246.81,-0.51,-9.16,277.68
1980-01-10,0.01,287.44,-1.59,-12.29,234.32
1980-01-11,3.9,233.5,4.67,-8.66,312.69
1980-01-12,10.02,238.04,11.03,-5.47,379.71
1980-01-13,2.37,288.45,4.84,-10.64,288.38
1980-01-14,0.02,230.79,2.75,-4.72,406.42
1980-01-15,0.01,240.18,8.1,-0.89,534.06
1980-01-16,0.0,261.81,8.4,-2.28,504.97
1980-01-17,0.0,270.33,7.96,-3.64,468.25
1980-01-18,0.65,186.29,5.14,-1.93,518.05
1980-01-19,0.87,91.3,4.35,1.05,603.46
1980-01-20,0.18,187.57,3.87,-1.64,514.14
1980-01-21,0.0,242.37,3.91,-4.12,421.55
1980-01-22,0.01,263.39,3.1,-7.29,349.48
1980-01-23,0.0,241.07,2.59,-5.19,360.46
1980-01-24,0.0,278.19,0.2,-10.64,261.14
1980-01-25,0.01,218.8,-2.93,-10.7,246.12
1980-01-26,0.0,245.16,-1.03,-8.36,283.7
1980-01-27,0.0,308.3,3.47,-9.37,289.26
1980-01-28,0.0,273.7,2.65,-6.37,327.98
1980-01-29,0.0,291.05,0.14,-9.84,268.53
1980-01-30,0.0,262.5,-2.51,-10.2,245.77
1980-01-31,0.0,266.18,-3.77,-11.44,222.59
1980-02-01,0.0,262.53,-5.18,-12.42,204.23
1980-02-02,0.0,277.71,-4.88,-12.8,196.43
1980-02-03,0.0,304.65,-3.47,-12.95,201.55
1980-02-04,0.0,294.63,-1.63,-10.26,238.48
1980-02-05,0.0,318.77,0.26,-10.26,240.06
1980-02-06,0.0,336.71,-0.56,-12.69,216.45
1980-02-07,0.0,289.29,-1.29,-9.28,266.07
1980-02-08,0.0,306.58,2.06,-7.17,302.01
1980-02-09,0.0,338.83,2.26,-9.48,262.36
1980-02-10,0.0,344.35,1.89,-10.51,237.18
1980-02-11,0.03,328.4,0.7,-11.66,224.42
1980-02-12,0.01,348.14,1.36,-9.77,240.1
1980-02-13,0.0,363.3,0.92,-12.0,215.55
1980-02-14,0.0,373.87,3.38,-11.18,236.15
1980-02-15,1.32,330.77,4.5,-7.87,297.22
1980-02-16,7.47,266.01,1.85,-6.46,307.72
