date,prcp,srad,tmax,tmin,vprp
1980-01-01,0.02,108.11,0.72,-3.94,413.04
1980-01-02,0.34,133.62,-2.4,-8.44,302.74
1980-01-03,0.75,138.21,-5.44,-11.96,219.23
1980-01-04,0.21,216.84,-6.78,-16.5,167.17
1980-01-05,0.0,209.61,-3.31,-11.89,221.82
1980-01-06,11.94,161.22,-2.51,-9.07,268.49
1980-01-07,14.2,185.05,-2.6,-12.3,217.73
1980-01-08,14.63,168.74,-5.85,-18.16,132.07
1980-01-09,14.52,178.22,-14.34,-22.85,91.25
1980-01-10,3.61,209.86,-2.4,-19.24,123.81
1980-01-11,28.12,218.59,2.96,-17.06,154.3
1980-01-12,14.08,205.14,-1.12,-16.58,164.69
1980-01-13,6.39,218.5,1.82,-10.16,263.82
1980-01-14,1.78,208.97,1.05,-7.55,338.55
1980-01-15,6.8,161.49,0.86,-3.3,451.57
1980-01-16,11.79,102.02,0.96,-0.01,548.54
1980-01-17,9.45,144.33,0.37,-2.78,482.29
1980-01-18,2.32,147.42,0.05,-3.2,444.06
1980-01-19,0.09,170.78,-1.26,-6.22,355.63
1980-01-20,0.61,200.01,-3.86,-10.2,261.85
1980-01-21,0.2,281.68,-3.0,-14.42,193.15
1980-01-22,8.03,235.4,-2.86,-15.05,172.7
1980-01-23,6.89,175.11,-5.82,-17.05,137.81
1980-01-24,1.4,280.36,-10.48,-19.59,120.33
1980-01-25,3.17,181.59,-10.39,-14.96,157.77
1980-01-26,3.27,189.11,-9.39,-14.36,171.91
1980-01-27,13.5,199.04,-9.45,-14.58,167.85
1980-01-28,4.59,234.28,-9.04,-16.74,145.89
1980-01-29,1.96,213.54,-10.83,-17.63,131.44
1980-01-30,1.43,241.14,-10.19,-18.24,129.26
1980-01-31,0.27,248.13,-10.39,-15.79,147.25
1980-02-01,0.03,257.46,-8.07,-17.33,140.74
1980-02-02,0.01,308.17,-7.61,-16.89,140.7
1980-02-03,0.07,257.65,-9.53,-18.34,127.67
1980-02-04,0.02,332.88,-5.86,-18.87,125.91
1980-02-05,0.0,331.25,-5.84,-17.32,140.4
1980-02-06,0.0,326.31,-5.66,-16.1,151.45
1980-02-07,0.0,342.22,-4.97,-17.89,140.02
1980-02-08,0.0,345.04,-2.79,-16.62,153.86
1980-02-09,0.0,337.1,-3.79,-14.51,176.21
1980-02-10,0.03,282.25,-3.63,-14.59,187.62
1980-02-11,1.82,252.59,-3.2,-10.73,238.31
1980-02-12,0.94,214.25,-4.79,-10.07,244.04
1980-02-13,0.47,241.23,-6.92,-13.21,196.61
1980-02-14,0.12,312.25,-8.02,-15.11,171.51
1980-02-15,0.5,243.3,-6.79,-13.08,185.67
1980-02-16,5.35,218.78,-8.96,-16.15,155.61
1980-02-17,3.56,245.89,-8.27,-14.54,174.11
1980-02-18,0.61,378.75,-0.33,-13.01,229.12
1980-02-19,0.0,246.89,-0.18,-4.6,385.18
1980-02-20,1.94,207.41,1.53,-2.85,434.76
1980-02-21,0.79,255.92,-0.17,-8.2,328.79
1980-02-22,0.52,258.23,0.99,-5.49,364.81
1980-02-23,0.73,227.96,-0.28,-6.25,340.1
1980-02-24,9.69,251.15,-2.84,-9.92,248.25
1980-02-25,4.58,310.79,-6.87,-19.15,129.58
1980-02-26,9.66,333.7,-7.88,-21.0,107.48
1980-02-27,6.98,275.95,-9.49,-17.03,127.69
1980-02-28,9.1,303.2,-12.38,-20.73,102.14
1980-02-29,4.71,346.06,-14.24,-20.96,102.7
1980-03-01,0.32,385.48,-12.96,-20.97,103.26
1980-03-02,0.0,440.67,-2.32,-16.64,158.34
1980-03-03,0.0,423.39,0.08,-10.57,235.73
1980-03-04,0.16,313.59,-1.96,-11.53,219.11
1980-03-05,0.38,278.5,-5.7,-16.17,154.19
1980-03-06,0.11,447.5,-6.02,-17.85,140.62
1980-03-07,0.0,436.26,-3.61,-14.03,176.36
1980-03-08,0.0,462.09,-1.59,-15.09,181.61
1980-03-09,0.13,367.13,1.66,-11.74,226.96
1980-03-10,2.48,349.5,-0.61,-11.26,220.36
1980-03-11,1.24,316.68,-4.55,-17.75,134.93
1980-03-12,0.73,384.02,-6.44,-22.93,111.78
1980-03-13,0.49,325.51,-2.98,-10.53,222.98
1980-03-14,0.26,346.85,-3.5,-12.32,212.93
1980-03-15,0.06,476.21,-1.99,-13.76,221.87
1980-03-16,3.66,308.94,2.5,-4.29,378.09
1980-03-17,2.01,327.12,0.91,-6.69,339.61
1980-03-18,0.37,356.14,-0.4,-8.91,308.75
1980-03-19,0.03,491.6,9.2,-4.8,407.51
1980-03-20,0.0,407.32,6.1,-2.77,434.69
1980-03-21,0.0,343.02,1.63,-6.82,323.27
1980-03-22,0.0,470.53,-1.16,-11.17,260.69
1980-03-23,0.34,329.84,1.45,-5.87,348.17
1980-03-24,0.36,242.94,-0.43,-5.8,367.08
1980-03-25,0.08,349.66,1.55,-3.82,402.02
1980-03-26,0.0,506.76,6.27,-6.34,382.01
1980-03-27,1.82,315.12,4.59,-2.23,468.39
1980-03-28,0.67,368.46,5.25,-3.26,447.47
1980-03-29,0.02,471.79,4.82,-4.46,405.61
1980-03-30,0.0,504.09,6.2,-4.98,399.27
1980-03-31,0.0,502.61,7.55,-3.63,433.37
1980-04-01,0.0,513.17,8.68,-3.41,446.78
1980-04-02,0.0,507.28,8.09,-3.05,450.54
1980-04-03,0.0,460.2,5.78,-3.56,443.5
1980-04-04,0.03,373.27,6.59,-1.84,512.85
1980-04-05,0.01,457.14,9.08,0.76,591.26
1980-04-06,9.63,281.69,7.32,0.2,611.03
1980-04-07,7.68,337.83,10.79,3.68,696.41
1980-04-08,4.97,335.77,8.4,-1.28,530.31
1980-04-09,11.31,201.29,3.89,-2.43,462.91
1980-04-10,3.75,226.65,-0.07,-3.47,428.77
