date,prcp,srad,tmax,tmin,vprp
1980-01-01,16.23,178.83,-4.62,-8.99,267.65
1980-01-02,12.55,172.93,-3.66,-7.6,308.67
1980-01-03,2.64,230.37,-2.16,-10.95,255.5
1980-01-04,0.66,241.85,-3.46,-17.95,163.39
1980-01-05,23.1,226.71,-4.51,-12.9,186.16
1980-01-06,22.82,253.31,-6.51,-28.78,80.24
1980-01-07,8.17,204.96,-12.83,-23.13,74.05
1980-01-08,8.25,212.77,-17.81,-24.5,71.72
1980-01-09,30.65,178.44,-18.67,-24.5,70.14
1980-01-10,34.32,242.86,-13.05,-22.48,87.46
1980-01-11,10.44,250.96,-8.3,-19.28,124.89
1980-01-12,15.63,258.58,1.65,-12.66,220.96
1980-01-13,13.65,235.5,1.38,-7.13,336.78
1980-01-14,13.52,239.19,3.79,-4.92,405.46
1980-01-15,7.63,257.6,3.56,-8.32,336.06
1980-01-16,2.72,255.31,2.09,-14.22,225.74
1980-01-17,0.92,247.85,-0.34,-9.47,264.03
1980-01-18,7.71,257.8,-1.57,-15.25,187.08
1980-01-19,3.82,329.22,-6.86,-26.44,83.32
1980-01-20,0.0,329.23,-12.55,-25.82,70.58
1980-01-21,0.0,308.33,-9.83,-18.95,115.3
1980-01-22,0.0,279.19,-9.51,-16.36,148.57
1980-01-23,0.0,301.45,-7.2,-15.38,171.61
1980-01-24,0.0,335.07,1.32,-12.25,218.46
1980-01-25,1.08,278.12,-0.14,-16.35,167.61
1980-01-26,0.54,344.46,-5.69,-28.19,70.52
1980-01-27,0.0,344.0,-16.35,-32.06,37.64
1980-01-28,0.0,349.25,-20.63,-34.49,29.27
1980-01-29,0.0,350.4,-18.98,-32.17,33.95
1980-01-30,0.0,355.14,-17.65,-30.98,40.6
1980-01-31,0.0,350.26,-14.71,-27.07,60.48
1980-02-01,3.9,282.61,-9.14,-20.14,117.13
1980-02-02,2.82,248.27,-3.37,-10.88,242.16
1980-02-03,9.72,262.01,2.35,-6.15,360.68
1980-02-04,8.54,244.36,1.57,-6.05,361.58
1980-02-05,1.95,361.43,-0.41,-14.1,233.05
1980-02-06,3.9,215.3,-2.9,-8.67,285.47
1980-02-07,8.1,188.15,-2.98,-6.59,338.33
1980-02-08,3.08,226.11,-3.35,-7.24,331.42
1980-02-09,0.0,234.72,-3.71,-7.74,317.87
1980-02-10,0.0,280.83,-2.57,-8.15,305.52
1980-02-11,0.0,292.72,-3.31,-10.59,262.59
1980-02-12,10.83,239.53,-4.32,-9.73,257.96
1980-02-13,15.08,293.58,-5.36,-15.57,175.82
1980-02-14,6.1,268.05,-8.45,-21.21,108.57
1980-02-15,0.63,304.16,-14.34,-19.87,104.42
1980-02-16,0.0,415.97,-9.76,-23.09,94.46
1980-02-17,0.0,410.67,-6.31,-17.89,143.79
1980-02-18,2.73,306.31,-1.42,-9.74,269.43
1980-02-19,4.0,326.16,4.98,-5.54,385.03
1980-02-20,7.47,287.75,3.97,-5.92,378.39
1980-02-21,3.08,377.18,0.08,-8.14,324.59
1980-02-22,0.0,402.15,0.08,-9.1,291.12
1980-02-23,0.0,434.41,-0.87,-12.78,227.54
1980-02-24,0.0,453.59,-0.72,-15.27,191.98
1980-02-25,0.0,422.28,-1.72,-11.51,239.4
1980-02-26,0.0,409.13,1.07,-7.67,326.75
1980-02-27,0.0,428.03,5.35,-4.48,412.5
1980-02-28,16.6,357.57,4.19,-7.23,372.62
1980-02-29,10.91,416.62,3.38,-4.54,339.07
1980-03-01,5.23,471.46,4.18,-10.19,305.51
1980-03-02,0.0,467.8,3.52,-9.33,291.76
1980-03-03,2.88,373.65,2.25,-10.38,259.24
1980-03-04,34.85,357.69,-0.62,-18.63,147.82
1980-03-05,24.34,344.12,-10.19,-18.45,121.96
1980-03-06,3.82,499.89,-8.17,-24.14,95.91
1980-03-07,0.85,383.86,-4.46,-15.09,161.0
1980-03-08,3.11,407.49,0.2,-16.7,186.45
1980-03-09,2.6,270.11,-0.48,-6.33,338.84
1980-03-10,0.63,454.83,4.6,-4.98,408.21
1980-03-11,1.11,325.53,3.6,-5.04,395.67
1980-03-12,1.14,337.66,0.58,-8.59,318.47
1980-03-13,1.55,361.66,0.4,-8.09,319.93
1980-03-14,16.35,354.11,0.86,-7.11,332.93
1980-03-15,8.71,338.45,-0.24,-9.74,278.24
1980-03-16,0.88,379.0,-1.78,-10.97,250.77
1980-03-17,0.41,414.54,0.82,-11.7,253.26
1980-03-18,3.51,380.69,1.74,-7.06,337.03
1980-03-19,7.63,343.32,1.69,-5.23,376.08
1980-03-20,2.96,539.45,4.69,-9.92,299.26
1980-03-21,0.0,540.74,4.04,-9.24,294.93
1980-03-22,0.0,549.35,5.32,-9.37,307.27
1980-03-23,0.0,494.98,4.19,-5.51,365.33
1980-03-24,0.25,411.83,2.45,-9.72,283.32
1980-03-25,0.13,564.72,1.24,-14.52,203.34
1980-03-26,0.0,577.77,3.54,-14.04,212.85
1980-03-27,0.0,519.17,2.33,-8.12,297.56
1980-03-28,0.0,549.18,3.33,-8.78,307.92
1980-03-29,0.38,441.73,4.23,-7.68,326.23
1980-03-30,2.22,410.58,2.83,-9.25,282.1
1980-03-31,1.02,576.43,0.29,-14.68,210.56
1980-04-01,0.0,517.76,0.38,-8.93,274.16
1980-04-02,0.0,564.76,2.59,-9.62,276.48
1980-04-03,0.0,600.85,6.28,-11.91,253.03
1980-04-04,0.0,603.22,7.46,-9.66,287.77
1980-04-05,0.0,600.97,7.74,-8.6,317.76
1980-04-06,9.67,459.21,6.96,-6.28,360.15
1980-04-07,4.93,427.02,5.19,-7.5,325.5
1980-04-08,0.05,586.06,3.01,-11.01,266.91
1980-04-09,4.47,458.41,3.31,-7.94,312.33
1980-04-10,4.27,387.81,2.76,-6.55,342.45
1980-04-11,2.45,457.64,5.91,-6.74,344.04
1980-04-12,0.72,617.7,8.77,-9.94,293.1
1980-04-13,0.0,631.79,15.65,-8.19,335.9
1980-04-14,0.0,631.98,16.06,-5.28,412.82
1980-04-15,2.87,486.35,14.89,-2.33,469.82
1980-04-16,1.43,625.9,14.43,-8.13,351.7
1980-04-17,0.0,642.68,19.75,-7.22,382.12
1980-04-18,0.0,628.83,18.39,-1.63,509.07
1980-04-19,0.0,635.94,18.82,-2.37,506.15
1980-04-20,0.0,641.29,20.92,-3.41,488.3
1980-04-21,0.0,641.7,19.99,-2.06,512.7
1980-04-22,0.0,635.95,18.55,-2.54,491.55
1980-04-23,0.0,630.61,15.67,-2.8,500.12
1980-04-24,0.77,471.84,14.43,1.28,630.67
1980-04-25,2.92,446.88,13.6,1.33,625.18
1980-04-26,1.27,636.24,19.06,-3.36,494.0
1980-04-27,0.0,652.97,20.84,-2.98,501.48
1980-04-28,0.0,651.11,21.95,-0.46,593.22
1980-04-29,1.2,514.54,21.46,1.63,646.78
1980-04-30,55.31,418.12,19.82,-4.33,448.16
1980-05-01,27.36,632.42,15.66,-4.55,440.78
1980-05-02,0.05,530.24,17.5,-3.95,514.0
1980-05-03,0.51,454.68,16.62,3.67,717.3
1980-05-04,0.24,640.17,19.66,-1.66,578.09
1980-05-05,0.0,659.55,20.98,-1.49,578.59
1980-05-06,4.83,521.5,20.49,1.48,686.74
1980-05-07,34.56,310.42,19.37,2.85,705.66
1980-05-08,18.66,403.82,11.4,1.31,655.89
1980-05-09,18.85,443.31,11.08,-0.65,589.88
1980-05-10,19.18,392.51,10.37,-0.0,566.4
1980-05-11,5.2,639.59,12.99,-6.71,402.97
1980-05-12,0.0,657.98,13.27,-4.9,422.24
1980-05-13,0.0,655.91,14.52,-3.89,449.16
1980-05-14,0.0,665.44,14.41,-4.9,429.99
1980-05-15,0.0,671.32,16.82,-4.37,463.71
1980-05-16,13.51,525.13,16.28,-0.91,585.66
1980-05-17,6.76,564.81,15.36,1.92,654.1
1980-05-18,0.0,656.68,18.51,-1.41,591.63
1980-05-19,0.0,654.28,18.88,1.12,659.64
1980-05-20,0.0,660.36,21.45,1.56,714.72
1980-05-21,0.08,526.61,22.44,4.2,824.49
1980-05-22,6.19,472.31,21.27,4.01,751.71
1980-05-23,62.7,495.53,15.03,-5.2,449.78
1980-05-24,34.88,427.23,8.12,-4.29,456.18
1980-05-25,51.61,298.21,5.2,0.33,570.23
1980-05-26,54.46,408.35,6.21,-3.17,506.37
1980-05-27,16.39,428.85,8.92,-0.7,577.28
1980-05-28,0.93,455.62,10.38,-0.51,593.44
1980-05-29,0.16,482.31,11.21,-1.35,579.12
1980-05-30,0.51,471.76,11.65,0.05,629.01
1980-05-31,2.96,478.84,13.26,1.13,665.47
1980-06-01,6.29,479.58,12.29,0.13,617.69
1980-06-02,21.23,485.94,10.89,-2.33,531.51
1980-06-03,13.88,437.91,9.03,-1.91,512.63
1980-06-04,2.8,506.46,9.9,-4.12,474.71
1980-06-05,0.27,632.81,11.83,-1.69,540.16
1980-06-06,10.07,502.47,11.38,-0.6,585.02
1980-06-07,5.93,503.41,12.16,-1.36,567.16
1980-06-08,0.45,666.11,17.24,-2.23,571.88
1980-06-09,0.02,551.07,20.91,0.68,689.44
1980-06-10,1.64,531.91,20.44,1.56,752.89
1980-06-11,2.92,495.05,19.29,4.91,840.39
1980-06-12,8.22,476.91,16.79,1.98,724.98
1980-06-13,15.88,398.23,12.66,1.87,669.75
1980-06-14,8.72,505.28,13.0,-1.74,605.12
