date,prcp,srad,tmax,tmin,vprp
1980-01-01,0.0,260.41,8.32,-8.32,358.22
1980-01-02,0.0,222.82,5.99,-3.87,438.12
1980-01-03,0.0,216.06,4.89,-4.16,428.97
1980-01-04,4.61,185.74,1.71,-6.57,367.81
1980-01-05,10.4,134.13,-0.44,-5.19,359.25
1980-01-06,2.42,288.72,-0.4,-12.57,234.24
1980-01-07,0.4,244.24,3.25,-13.47,249.44
1980-01-08,0.11,228.4,4.83,-2.42,448.35
1980-01-09,0.72,165.04,2.0,-5.08,382.43
1980-01-10,0.24,240.19,1.67,-11.8,268.32
1980-01-11,13.88,251.81,11.21,-7.65,370.53
1980-01-12,14.77,245.74,13.84,-1.78,508.53
1980-01-13,2.98,234.19,7.56,-8.13,371.17
1980-01-14,0.13,248.51,11.93,-2.93,548.52
1980-01-15,0.03,230.81,13.6,6.69,849.89
1980-01-16,0.0,308.18,11.67,-1.15,603.74
1980-01-17,0.0,280.5,7.73,-2.21,535.23
1980-01-18,7.45,120.36,5.51,1.68,654.01
1980-01-19,7.33,141.71,7.2,2.63,684.72
1980-01-20,1.41,259.29,7.39,-1.98,523.71
1980-01-21,0.0,281.36,4.85,-6.07,393.03
1980-01-22,4.76,240.64,5.41,-6.08,409.2
1980-01-23,3.68,175.74,5.99,-0.08,532.49
1980-01-24,0.64,306.71,2.21,-8.33,339.4
1980-01-25,0.0,289.98,1.08,-7.86,322.92
1980-01-26,0.0,277.24,2.63,-5.59,359.96
1980-01-27,0.0,327.83,2.89,-9.22,310.5
1980-01-28,0.0,298.61,3.61,-5.64,367.32
1980-01-29,0.0,289.32,2.14,-6.43,349.55
1980-01-30,0.0,275.8,-0.66,-8.2,304.29
1980-01-31,0.0,275.74,-1.76,-8.93,274.69
1980-02-01,0.0,316.15,-2.84,-12.11,226.68
1980-02-02,0.0,332.24,-0.81,-11.12,236.04
1980-02-03,0.0,327.0,-1.08,-10.84,237.78
1980-02-04,0.0,352.98,-0.01,-12.23,226.76
1980-02-05,0.0,351.58,1.25,-10.37,248.57
1980-02-06,0.0,355.91,0.4,-11.45,255.61
1980-02-07,0.04,230.9,1.64,-6.04,347.88
1980-02-08,0.01,352.49,4.14,-6.9,338.99
1980-02-09,0.0,349.61,2.53,-8.01,312.52
1980-02-10,0.0,343.32,2.07,-7.5,301.54
1980-02-11,0.0,390.13,3.93,-11.68,252.92
1980-02-12,0.0,363.32,3.4,-7.36,300.62
1980-02-13,0.0,394.88,3.47,-10.74,261.01
1980-02-14,0.0,401.11,8.21,-8.94,307.84
1980-02-15,1.29,298.22,7.72,-5.16,408.82
1980-02-16,7.26,240.84,5.89,-1.63,469.7
1980-02-17,1.82,362.84,2.61,-7.77,311.26
1980-02-18,0.0,413.42,2.61,-12.57,235.2
1980-02-19,0.0,410.55,6.65,-8.43,302.66
1980-02-20,0.0,422.24,11.55,-7.02,368.3
1980-02-21,1.01,299.65,13.4,-3.42,493.08
1980-02-22,5.78,252.21,10.86,0.57,620.37
1980-02-23,3.08,255.7,11.39,1.65,664.22
1980-02-24,0.43,358.41,11.83,1.04,620.11
1980-02-25,0.91,262.87,8.62,-1.54,516.88
1980-02-26,0.24,266.87,5.11,-3.78,402.16
1980-02-27,0.0,420.13,4.74,-10.36,287.52
1980-02-28,0.53,235.43,2.34,-5.53,332.44
1980-02-29,0.82,269.69,-1.16,-12.51,255.32
1980-03-01,1.12,301.33,-4.61,-14.69,178.15
1980-03-02,3.3,298.47,-3.33,-12.41,206.13
1980-03-03,0.79,425.56,0.44,-11.0,237.85
1980-03-04,0.38,361.3,8.22,-9.1,317.21
1980-03-05,0.87,341.48,10.69,-2.72,471.78
1980-03-06,0.2,407.23,9.66,-0.62,522.07
1980-03-07,0.56,350.57,11.6,-2.29,554.14
1980-03-08,2.23,275.78,15.65,5.37,808.0
1980-03-09,1.96,296.8,15.81,4.13,739.62
1980-03-10,6.37,338.07,13.05,-4.36,496.07
1980-03-11,6.41,284.79,10.58,0.41,550.32
1980-03-12,1.27,384.55,6.22,-5.96,386.4
1980-03-13,14.68,228.04,2.94,-3.79,431.35
1980-03-14,17.31,205.41,4.49,-1.36,501.77
1980-03-15,3.54,375.37,6.31,-2.45,468.85
1980-03-16,2.99,348.95,11.26,-4.2,474.06
1980-03-17,1.71,343.31,15.41,0.58,658.08
1980-03-18,5.93,282.6,14.96,5.69,789.2
1980-03-19,1.5,473.94,12.53,-2.9,535.88
1980-03-20,1.32,336.46,14.23,1.29,692.81
1980-03-21,25.36,266.54,15.11,7.11,867.63
1980-03-22,9.84,326.19,11.27,0.42,625.41
1980-03-23,0.86,437.62,10.54,-1.56,531.09
1980-03-24,7.47,350.69,11.44,-1.22,567.06
1980-03-25,17.54,220.07,8.62,1.76,629.43
1980-03-26,4.1,428.59,8.61,-1.12,545.22
1980-03-27,0.0,474.46,12.32,-0.53,549.65
1980-03-28,5.2,368.87,11.32,-2.56,571.61
1980-03-29,15.02,174.13,9.92,5.56,849.95
1980-03-30,5.45,236.71,12.87,6.7,894.77
1980-03-31,20.06,297.71,11.14,2.8,718.64
1980-04-01,11.32,354.87,11.29,-0.28,599.96
1980-04-02,1.62,509.9,13.9,-1.35,571.72
1980-04-03,5.35,389.69,17.43,-0.09,691.25
1980-04-04,14.01,346.79,18.18,6.67,921.39
1980-04-05,3.34,455.82,16.59,4.93,808.1
1980-04-06,0.01,533.38,18.29,-0.8,636.06
1980-04-07,0.16,392.53,18.55,1.52,759.02
1980-04-08,6.55,352.68,19.18,7.46,1025.74
1980-04-09,40.63,221.01,16.59,9.86,1170.18
1980-04-10,19.74,294.76,18.72,10.56,1186.75
1980-04-11,2.5,497.58,19.8,6.65,964.72
1980-04-12,0.0,529.69,21.54,4.31,926.59
1980-04-13,0.05,338.58,21.11,10.27,1178.63
1980-04-14,8.56,313.63,17.58,8.46,1119.04
1980-04-15,3.17,289.47,18.08,10.23,1120.47
1980-04-16,0.24,473.55,14.15,3.55,744.73
1980-04-17,0.0,547.42,11.67,-3.54,520.75
1980-04-18,0.0,549.45,17.96,0.43,643.0
1980-04-19,0.0,550.35,19.35,1.68,713.31
1980-04-20,0.02,513.97,23.58,2.57,820.52
1980-04-21,0.0,515.24,22.4,8.07,970.54
1980-04-22,0.0,552.82,19.89,1.54,705.34
1980-04-23,0.0,565.75,19.37,-1.19,648.34
1980-04-24,0.18,406.54,21.81,4.89,923.95
1980-04-25,0.78,347.55,20.92,9.74,1148.6
1980-04-26,3.2,277.01,17.49,8.9,1086.97
1980-04-27,12.77,219.78,13.75,7.34,1012.25
1980-04-28,17.33,155.25,12.5,8.77,1063.41
1980-04-29,7.75,194.37,12.5,7.79,1021.35
1980-04-30,14.34,186.58,12.16,7.68,1012.47
1980-05-01,9.58,320.74,16.35,7.56,1020.92
1980-05-02,1.61,475.22,19.31,7.64,1007.8
1980-05-03,0.0,560.09,24.34,5.47,994.32
1980-05-04,0.0,535.64,25.91,10.13,1181.58
1980-05-05,0.0,560.88,29.05,6.77,1147.3
1980-05-06,0.07,399.69,30.42,12.6,1466.11
1980-05-07,3.19,396.71,27.56,11.64,1360.87
1980-05-08,7.44,352.8,21.45,9.03,1075.54
1980-05-09,1.74,542.54,16.72,2.79,769.94
1980-05-10,0.16,425.11,19.36,1.8,821.74
1980-05-11,0.4,376.43,21.34,8.97,1197.28
1980-05-12,5.52,367.42,25.25,12.95,1535.85
1980-05-13,7.6,370.33,29.39,15.63,1724.18
1980-05-14,1.63,493.67,27.97,13.5,1443.51
1980-05-15,0.0,559.84,24.17,6.54,998.82
1980-05-16,0.0,559.41,21.19,4.37,882.15
1980-05-17,0.35,423.41,23.76,5.34,1043.5
1980-05-18,8.51,327.98,22.73,12.73,1461.93
1980-05-19,4.09,317.41,24.28,14.77,1648.68
1980-05-20,3.76,279.49,23.16,15.34,1635.04
1980-05-21,8.2,196.68,19.67,12.7,1389.27
1980-05-22,1.93,540.2,24.82,9.73,1297.47
1980-05-23,0.0,533.87,30.24,13.75,1631.8
1980-05-24,0.0,477.12,29.46,17.48,1867.2
1980-05-25,0.0,505.83,28.83,15.45,1596.82
1980-05-26,0.0,565.3,25.32,7.69,1081.12
1980-05-27,0.0,575.68,25.03,5.21,960.49
1980-05-28,0.0,559.48,24.76,7.57,1125.74
1980-05-29,0.0,505.62,25.6,12.47,1380.73
1980-05-30,0.0,487.89,23.84,11.81,1418.92
1980-05-31,1.58,339.71,25.61,14.75,1666.99
1980-06-01,1.45,371.19,29.25,15.46,1880.92
1980-06-02,2.64,332.6,31.59,19.93,2206.47
1980-06-03,8.59,375.61,31.56,16.84,1873.2
1980-06-04,2.1,516.74,26.91,12.87,1452.3
1980-06-05,0.0,527.92,24.44,10.47,1224.02
1980-06-06,0.21,426.96,25.28,6.75,1198.93
1980-06-07,0.3,375.72,28.95,15.15,1770.05
1980-06-08,10.37,322.29,28.7,18.37,1858.56
1980-06-09,6.35,415.77,24.33,7.87,1200.86
1980-06-10,6.86,320.84,20.09,10.99,1189.59
1980-06-11,1.55,559.59,20.26,4.79,883.97
1980-06-12,0.0,578.24,21.82,3.72,854.55
1980-06-13,0.0,571.07,24.41,6.31,964.97
1980-06-14,0.0,578.16,26.37,6.13,1124.51
1980-06-15,1.56,399.39,31.26,14.36,1664.85
1980-06-16,7.52,347.91,27.4,16.02,1634.44
1980-06-17,1.87,555.26,23.62,7.66,1131.24
1980-06-18,0.0,513.96,23.53,10.4,1178.04
1980-06-19,0.01,523.47,24.62,7.25,1112.39
1980-06-20,0.09,410.67,23.42,11.73,1332.2
1980-06-21,0.02,529.72,27.53,12.25,1370.95
1980-06-22,0.0,550.64,28.81,11.09,1312.65
1980-06-23,0.0,559.16,29.82,10.64,1337.33
1980-06-24,0.0,539.56,31.1,13.6,1560.63
1980-06-25,0.0,503.16,30.8,16.33,1702.63
