date,prcp,srad,tmax,tmin,vprp
1980-01-01,0.01,179.48,1.91,-7.0,328.28
1980-01-02,0.83,110.12,-1.07,-8.18,285.18
1980-01-03,0.44,167.7,-5.9,-15.11,180.27
1980-01-04,0.05,230.22,-5.64,-18.28,137.91
1980-01-05,1.67,181.68,-4.44,-15.7,160.91
1980-01-06,7.61,175.29,-4.33,-13.8,181.99
1980-01-07,3.94,186.54,-4.97,-16.0,149.91
1980-01-08,0.53,244.06,-9.59,-27.1,65.92
1980-01-09,0.0,246.78,-17.42,-32.33,38.74
1980-01-10,2.32,206.11,-9.0,-27.22,66.0
1980-01-11,2.57,207.72,4.31,-17.84,128.19
1980-01-12,2.74,207.69,-1.85,-25.21,95.03
1980-01-13,1.1,221.85,0.82,-14.26,178.36
1980-01-14,1.09,208.16,2.75,-13.01,219.93
1980-01-15,11.8,190.31,0.55,-9.22,304.18
1980-01-16,12.91,99.72,1.56,-0.73,499.88
1980-01-17,8.74,122.56,1.36,-2.32,476.21
1980-01-18,1.95,157.37,-0.1,-5.64,364.34
1980-01-19,0.02,259.94,-1.01,-12.93,220.09
1980-01-20,0.0,277.61,-1.79,-17.66,155.79
1980-01-21,0.34,212.86,-1.05,-13.29,193.97
1980-01-22,1.88,209.64,-1.4,-12.57,199.23
1980-01-23,1.29,211.15,-5.06,-18.92,126.32
1980-01-24,2.47,215.15,-10.97,-23.23,89.06
1980-01-25,0.76,218.78,-10.27,-18.36,109.19
1980-01-26,0.01,265.03,-12.92,-25.06,74.67
1980-01-27,0.0,220.67,-15.07,-22.81,75.64
1980-01-28,0.26,223.2,-13.76,-24.91,69.77
1980-01-29,0.23,226.01,-12.29,-23.43,74.06
1980-01-30,0.09,281.94,-12.6,-26.43,61.6
1980-01-31,0.01,309.67,-9.26,-26.45,60.28
1980-02-01,0.0,315.41,-8.96,-27.17,57.99
1980-02-02,0.03,281.27,-5.81,-27.07,61.41
1980-02-03,0.01,313.63,-7.6,-23.68,73.9
1980-02-04,0.0,322.08,-8.38,-26.77,65.98
1980-02-05,0.01,310.55,-5.06,-21.62,91.66
1980-02-06,0.0,326.5,-3.49,-21.38,96.36
1980-02-07,0.03,294.68,-2.17,-23.42,88.59
1980-02-08,0.01,329.1,-2.04,-20.49,108.23
1980-02-09,0.17,255.62,-2.58,-17.15,147.3
