date,prcp,srad,tmax,tmin,vprp
1980-01-01,13.2,73.17,3.75,0.58,616.14
1980-01-02,15.86,89.87,4.01,-0.03,607.52
1980-01-03,9.97,115.73,3.56,-2.04,544.71
1980-01-04,14.94,109.12,3.62,-1.42,546.76
1980-01-05,7.81,88.45,3.19,-1.63,524.76
1980-01-06,0.78,196.49,1.99,-6.89,389.1
1980-01-07,9.38,171.33,1.16,-8.03,327.44
1980-01-08,32.92,157.51,-2.52,-7.56,325.1
1980-01-09,50.62,185.54,-2.15,-7.45,333.26
1980-01-10,33.47,174.02,-2.49,-7.01,341.26
1980-01-11,15.43,197.27,-1.3,-6.82,360.03
1980-01-12,31.37,224.1,4.81,-4.0,451.06
1980-01-13,45.93,208.81,5.08,-1.75,531.7
1980-01-14,47.35,153.59,4.37,-1.17,541.75
1980-01-15,16.41,191.77,1.63,-3.6,480.68
1980-01-16,11.79,175.81,2.11,-2.05,508.22
1980-01-17,8.55,196.98,3.1,-2.21,504.88
1980-01-18,1.43,278.43,2.25,-7.2,378.15
1980-01-19,0.0,274.76,0.33,-7.26,350.36
1980-01-20,0.04,254.15,2.56,-5.53,397.47
1980-01-21,0.02,270.81,3.66,-4.64,435.45
1980-01-22,0.0,256.13,3.87,-2.84,485.03
1980-01-23,0.0,284.87,4.74,-4.8,448.37
1980-01-24,0.0,294.17,7.25,-4.8,447.63
1980-01-25,0.25,231.77,6.39,-3.09,468.47
1980-01-26,1.94,250.1,3.45,-10.37,304.51
1980-01-27,0.91,289.56,-0.84,-14.45,199.07
1980-01-28,0.0,282.06,-7.76,-14.93,175.68
1980-01-29,0.0,293.7,-7.49,-15.11,174.09
1980-01-30,0.0,292.08,-6.62,-13.81,194.6
1980-01-31,3.05,235.72,-3.59,-10.69,254.68
1980-02-01,31.3,223.24,-0.59,-6.24,362.14
1980-02-02,36.76,161.95,1.23,-1.67,497.93
1980-02-03,24.04,226.68,4.91,-2.05,530.92
1980-02-04,7.35,254.63,7.06,-2.62,531.58
