date,prcp,srad,tmax,tmin,vprp
1980-01-01,0.0,176.21,5.38,-0.96,526.92
1980-01-02,0.0,242.78,3.51,-5.32,430.92
1980-01-03,0.95,199.24,7.6,-2.81,481.44
1980-01-04,4.74,157.57,4.85,-4.24,423.7
1980-01-05,1.85,194.7,0.26,-7.9,321.83
1980-01-06,0.19,319.14,1.86,-9.95,293.2
1980-01-07,1.73,198.19,2.13,-5.52,399.44
1980-01-08,0.8,155.86,5.52,-0.82,540.23
1980-01-09,0.64,159.89,4.44,-2.0,501.98
1980-01-10,4.3,248.94,4.41,-6.43,410.19
1980-01-11,11.05,252.48,9.76,-1.78,514.61
1980-01-12,2.75,312.9,10.25,-4.87,449.6
1980-01-13,23.11,149.93,7.0,-3.77,455.13
1980-01-14,7.2,209.43,6.56,-0.79,559.3
1980-01-15,0.3,333.86,13.54,-1.45,581.05
1980-01-16,0.97,223.71,10.62,-0.52,628.85
1980-01-17,6.35,125.39,8.74,4.06,776.2
1980-01-18,8.91,145.65,9.23,3.99,768.58
1980-01-19,1.92,311.46,9.79,-1.0,605.01
1980-01-20,0.0,302.57,9.46,-0.45,584.7
1980-01-21,0.02,269.02,7.11,-2.49,541.29
1980-01-22,4.71,178.08,7.89,1.59,615.4
1980-01-23,1.31,319.1,5.33,-7.55,378.45
1980-01-24,0.03,358.37,7.42,-7.98,395.02
1980-01-25,0.0,211.02,8.89,3.51,698.9
1980-01-26,0.0,245.91,7.24,0.6,640.92
1980-01-27,0.07,213.06,7.14,-0.16,594.99
1980-01-28,0.02,223.67,5.13,-1.48,519.17
1980-01-29,0.01,228.33,2.01,-4.99,395.61
1980-01-30,12.02,226.33,-1.63,-8.61,293.66
1980-01-31,3.73,256.83,-4.17,-11.36,224.82
1980-02-01,0.17,362.87,-7.18,-16.9,151.71
1980-02-02,0.01,392.93,-6.99,-16.66,148.66
1980-02-03,0.03,384.62,-3.28,-14.87,173.47
1980-02-04,0.01,399.91,-3.46,-13.44,189.23
