date,prcp,srad,tmax,tmin,vprp
1980-01-01,0.0,434.51,-5.09,-25.65,70.61
1980-01-02,0.0,421.31,-5.19,-22.81,81.33
1980-01-03,0.0,441.18,-7.33,-31.12,56.09
1980-01-04,0.0,409.4,-4.65,-19.49,101.67
1980-01-05,0.0,443.43,-1.21,-24.36,91.13
1980-01-06,0.0,410.44,-2.27,-16.96,130.92
1980-01-07,0.74,339.41,-4.87,-20.9,113.1
1980-01-08,6.51,317.21,-5.85,-18.0,128.72
1980-01-09,10.95,309.4,-5.57,-17.24,148.39
1980-01-10,30.24,223.1,-6.31,-12.1,194.4
1980-01-11,16.59,323.76,-6.37,-19.06,146.77
1980-01-12,8.53,243.53,-5.46,-12.05,212.09
1980-01-13,4.51,237.98,-1.71,-7.9,290.63
1980-01-14,7.39,273.4,-1.7,-9.84,271.74
1980-01-15,5.39,291.7,-1.67,-10.76,239.49
1980-01-16,1.86,361.65,-2.96,-19.9,139.53
1980-01-17,4.22,360.13,-3.88,-19.55,127.13
1980-01-18,37.12,316.93,-4.63,-14.96,166.79
1980-01-19,26.4,321.33,-5.37,-15.94,158.91
1980-01-20,15.72,375.2,-3.06,-21.91,106.99
1980-01-21,4.47,481.15,-2.75,-30.3,58.29
1980-01-22,0.0,479.72,-4.92,-27.95,56.25
1980-01-23,0.0,483.81,-4.58,-30.79,49.15
1980-01-24,0.0,486.98,-2.37,-27.97,58.45
1980-01-25,0.0,489.52,-2.52,-26.47,73.07
1980-01-26,0.05,361.18,-3.6,-17.98,133.72
1980-01-27,1.4,287.67,-4.43,-12.47,200.15
1980-01-28,8.5,261.25,-5.23,-12.81,204.44
1980-01-29,34.42,251.29,-6.79,-13.15,200.67
1980-01-30,15.4,333.31,-2.64,-12.73,196.5
1980-01-31,1.06,509.09,-2.18,-30.11,75.12
1980-02-01,0.0,510.47,-3.79,-26.88,63.43
1980-02-02,0.0,512.09,-1.7,-26.59,69.19
1980-02-03,0.0,516.34,0.82,-24.42,86.37
1980-02-04,0.0,515.53,2.81,-19.07,120.36
1980-02-05,0.0,521.99,0.25,-26.1,83.26
1980-02-06,0.33,421.38,0.17,-23.66,96.04
1980-02-07,0.3,391.41,-0.64,-14.93,160.75
1980-02-08,1.7,401.75,-3.06,-23.26,96.17
1980-02-09,0.67,538.48,-5.93,-33.66,41.71
1980-02-10,0.0,539.44,-5.96,-34.56,33.58
1980-02-11,0.0,543.56,-5.44,-32.41,38.93
1980-02-12,0.0,546.82,-6.53,-31.48,45.3
1980-02-13,7.59,433.76,-2.66,-26.59,71.24
1980-02-14,27.87,371.69,-4.37,-19.13,128.25
1980-02-15,29.11,357.47,-2.39,-13.37,194.61
1980-02-16,7.79,496.82,-0.05,-14.37,196.43
1980-02-17,1.69,356.47,-1.26,-12.94,211.04
1980-02-18,15.32,379.59,-1.96,-14.16,198.91
1980-02-19,25.51,359.9,-1.78,-12.4,220.76
1980-02-20,26.49,315.36,-2.67,-11.11,229.62
1980-02-21,14.62,392.64,-4.2,-16.6,171.01
1980-02-22,17.26,413.11,-1.11,-14.81,172.16
1980-02-23,6.61,451.9,-3.25,-22.76,102.0
1980-02-24,0.28,588.83,-3.07,-29.19,59.47
1980-02-25,0.0,596.96,-1.13,-29.68,56.59
1980-02-26,0.0,594.47,0.2,-25.38,77.9
1980-02-27,0.0,599.6,3.96,-22.5,100.24
1980-02-28,0.0,599.64,4.1,-22.14,113.33
1980-02-29,0.0,601.08,2.39,-15.88,108.7
1980-03-01,0.0,602.52,-0.52,-23.16,104.06
1980-03-02,2.23,482.29,0.09,-21.94,111.71
1980-03-03,10.27,431.13,-0.87,-15.37,168.33
1980-03-04,7.76,408.4,-2.41,-14.68,173.63
1980-03-05,3.06,481.83,-3.21,-22.29,125.09
1980-03-06,9.84,343.45,-2.99,-11.16,216.96
1980-03-07,15.4,383.14,-4.04,-14.01,184.49
1980-03-08,4.84,497.38,-4.8,-25.63,87.57
1980-03-09,0.03,632.14,-3.38,-26.43,69.11
1980-03-10,0.0,641.74,0.18,-27.34,74.82
1980-03-11,4.96,488.43,-0.4,-18.22,137.01
1980-03-12,5.54,423.07,-1.87,-14.49,165.62
1980-03-13,1.44,647.38,-2.37,-28.33,78.89
1980-03-14,0.0,654.63,2.06,-23.14,94.91
1980-03-15,0.39,518.95,1.53,-19.58,127.31
1980-03-16,0.32,479.42,-0.4,-17.07,138.98
1980-03-17,0.06,665.73,-1.68,-29.28,69.69
1980-03-18,0.0,667.51,0.99,-25.63,83.41
1980-03-19,2.92,482.85,-0.84,-16.69,140.64
1980-03-20,1.2,661.8,0.46,-22.41,110.51
1980-03-21,1.35,528.49,1.48,-19.29,137.75
1980-03-22,1.9,465.19,0.55,-12.62,202.81
1980-03-23,1.81,484.7,-0.98,-16.34,164.39
1980-03-24,7.6,523.06,-1.62,-20.97,126.21
1980-03-25,13.54,422.94,-2.91,-14.57,159.05
1980-03-26,4.77,542.93,-3.43,-29.46,82.01
1980-03-27,1.48,483.2,-2.09,-15.8,148.66
1980-03-28,4.79,513.21,-3.48,-19.73,128.05
1980-03-29,2.12,523.74,-2.59,-19.66,119.67
1980-03-30,1.19,542.04,-0.9,-21.63,110.78
1980-03-31,3.41,504.9,-2.58,-18.61,119.14
1980-04-01,11.92,555.09,-4.46,-29.96,75.52
1980-04-02,16.25,399.74,-5.62,-14.79,146.86
1980-04-03,4.88,697.81,-3.95,-26.74,82.34
1980-04-04,0.0,712.57,2.03,-21.97,107.49
1980-04-05,2.7,561.08,3.11,-17.18,168.36
1980-04-06,1.11,574.15,1.67,-9.57,257.08
1980-04-07,0.0,623.54,0.04,-13.03,201.51
1980-04-08,0.0,717.93,-0.52,-24.54,101.32
1980-04-09,0.0,721.82,2.6,-20.43,123.74
1980-04-10,0.0,705.3,4.39,-15.24,174.19
1980-04-11,0.94,542.16,2.33,-15.66,167.48
1980-04-12,0.75,556.21,-1.61,-21.15,117.44
1980-04-13,1.38,563.13,-0.2,-20.49,116.48
1980-04-14,0.5,728.88,3.95,-20.46,122.56
1980-04-15,0.0,731.66,6.25,-17.77,151.77
1980-04-16,0.0,728.19,6.45,-15.19,178.09
1980-04-17,0.0,738.92,7.02,-16.95,168.05
1980-04-18,0.0,736.15,9.16,-14.84,190.61
1980-04-19,0.0,739.65,10.13,-14.0,209.18
1980-04-20,0.0,732.9,11.08,-11.72,247.69
1980-04-21,1.25,574.45,10.57,-9.54,289.79
1980-04-22,9.02,559.03,8.55,-9.73,294.71
1980-04-23,12.61,468.98,6.38,-6.99,323.21
1980-04-24,12.01,460.33,2.27,-10.24,259.25
1980-04-25,3.69,546.76,1.51,-14.41,203.67
1980-04-26,0.12,702.15,4.67,-12.44,220.59
1980-04-27,0.17,581.08,5.68,-12.52,227.89
1980-04-28,0.07,722.43,7.46,-11.89,245.43
1980-04-29,4.37,557.29,7.75,-8.17,302.91
1980-04-30,17.93,532.06,5.73,-9.49,289.32
1980-05-01,11.85,451.14,3.14,-7.58,309.52
1980-05-02,4.17,528.07,4.51,-9.48,290.39
1980-05-03,1.64,541.06,6.68,-8.12,311.25
1980-05-04,3.16,557.54,7.57,-8.79,307.54
1980-05-05,3.05,565.9,8.98,-8.15,319.85
1980-05-06,3.81,555.38,8.09,-8.15,325.16
1980-05-07,13.24,537.02,7.66,-6.53,356.52
1980-05-08,13.32,507.46,6.79,-6.1,364.26
1980-05-09,4.08,486.83,5.16,-6.79,355.21
1980-05-10,2.6,435.56,3.78,-4.93,387.14
1980-05-11,11.26,435.67,3.16,-6.01,352.32
1980-05-12,6.05,479.79,1.82,-10.34,264.88
1980-05-13,2.15,566.08,3.89,-11.89,246.9
1980-05-14,7.67,537.06,4.69,-8.25,302.83
1980-05-15,14.74,490.02,3.88,-8.01,312.61
1980-05-16,6.81,490.76,3.52,-6.79,339.64
1980-05-17,3.59,511.2,4.91,-6.21,340.67
1980-05-18,1.15,742.43,6.45,-11.86,253.8
1980-05-19,0.0,758.88,10.41,-9.18,287.92
1980-05-20,0.0,757.49,12.08,-7.61,326.16
1980-05-21,0.73,610.25,14.49,-7.0,358.48
1980-05-22,0.8,595.88,15.25,-5.66,387.53
1980-05-23,0.26,586.55,13.9,-5.98,365.13
1980-05-24,0.02,724.5,9.95,-6.64,314.81
1980-05-25,0.0,765.32,7.82,-13.95,208.5
1980-05-26,0.0,763.85,7.98,-11.49,227.08
1980-05-27,0.0,768.39,10.64,-10.62,252.26
1980-05-28,0.0,761.14,11.06,-9.06,276.85
1980-05-29,0.0,761.64,10.91,-9.09,275.8
1980-05-30,0.0,766.88,10.98,-10.13,269.17
1980-05-31,0.0,754.47,11.01,-7.5,300.65
1980-06-01,0.0,765.06,10.85,-9.69,268.25
1980-06-02,0.0,763.46,10.5,-10.29,259.0
1980-06-03,0.0,764.66,13.13,-8.59,293.59
1980-06-04,0.0,761.59,14.48,-6.68,330.48
1980-06-05,0.0,765.12,15.27,-6.92,337.02
1980-06-06,0.0,756.03,15.16,-4.81,363.94
1980-06-07,0.0,764.59,15.22,-6.68,346.71
1980-06-08,0.04,609.11,16.79,-4.54,408.27
1980-06-09,0.02,743.64,17.91,-3.12,428.05
1980-06-10,0.0,757.23,18.18,-4.07,403.66
1980-06-11,0.0,759.26,18.1,-4.54,389.06
1980-06-12,0.0,758.29,17.9,-4.42,386.53
1980-06-13,0.0,760.03,17.45,-5.11,373.38
1980-06-14,0.0,754.17,16.66,-4.64,365.99
1980-06-15,0.0,768.13,16.47,-8.17,311.89
1980-06-16,0.0,762.32,17.18,-5.81,354.21
1980-06-17,0.0,761.1,19.52,-4.12,401.49
1980-06-18,0.0,758.41,19.39,-3.52,428.94
1980-06-19,0.0,739.54,18.5,-1.07,464.12
1980-06-20,0.0,763.56,18.11,-6.02,374.22
1980-06-21,0.0,751.96,18.41,-2.86,418.04
1980-06-22,0.0,758.68,18.47,-4.37,391.42
1980-06-23,0.0,762.56,19.38,-4.66,385.41
1980-06-24,0.0,757.65,19.71,-3.16,411.96
1980-06-25,0.0,759.62,21.11,-2.89,428.52
1980-06-26,0.0,755.34,21.02,-2.0,449.11
1980-06-27,0.0,754.58,21.1,-1.91,445.98
1980-06-28,0.0,757.31,20.82,-2.79,424.58
1980-06-29,0.0,759.26,21.67,-2.97,447.11
1980-06-30,1.07,593.03,22.07,1.03,569.43
1980-07-01,0.44,718.41,20.8,1.11,545.51
1980-07-02,0.23,565.18,18.08,0.68,513.41
1980-07-03,0.09,742.8,18.2,-3.65,384.06
1980-07-04,0.0,764.43,21.59,-3.77,369.54
1980-07-05,0.0,764.98,21.45,-3.98,379.74
1980-07-06,0.32,605.1,21.77,-1.72,461.49
1980-07-07,1.37,575.37,19.13,-0.64,493.57
1980-07-08,2.47,574.31,18.85,-0.82,481.8
1980-07-09,0.81,742.19,21.27,-1.73,452.78
1980-07-10,0.03,601.47,22.84,-0.04,518.6
1980-07-11,0.01,734.92,21.72,0.28,515.71
1980-07-12,0.33,585.27,22.16,1.64,576.11
1980-07-13,0.35,573.5,19.98,0.09,519.82
1980-07-14,0.09,727.13,18.75,-1.36,435.22
1980-07-15,0.0,757.21,20.38,-3.27,394.85
1980-07-16,0.0,757.49,22.63,-2.04,420.81
1980-07-17,0.0,757.18,23.32,-1.99,432.6
1980-07-18,0.0,750.17,22.77,-0.87,473.98
1980-07-19,0.0,726.68,21.71,2.46,544.2
1980-07-20,0.0,752.63,21.86,-2.09,451.56
1980-07-21,0.0,741.63,22.23,0.34,490.57
1980-07-22,0.67,588.79,20.8,-1.02,476.99
1980-07-23,1.08,584.24,19.87,-2.02,444.93
1980-07-24,4.95,577.31,19.76,-0.76,460.71
1980-07-25,4.59,572.02,18.84,-0.97,461.33
1980-07-26,3.12,581.11,20.83,-1.66,449.85
1980-07-27,0.83,738.05,21.58,-1.14,427.48
1980-07-28,0.0,753.01,22.7,-2.51,411.07
1980-07-29,0.24,590.55,22.86,-0.57,471.66
1980-07-30,0.1,729.88,21.56,0.01,435.74
1980-07-31,0.0,739.6,22.32,0.47,438.85
1980-08-01,1.0,584.15,22.45,0.6,470.94
1980-08-02,0.49,578.7,20.94,-1.24,427.19
1980-08-03,0.03,720.73,19.97,0.01,407.05
1980-08-04,0.0,733.86,21.43,0.03,398.56
1980-08-05,0.0,742.23,21.11,-1.17,375.73
1980-08-06,0.52,583.42,21.64,0.16,407.67
1980-08-07,1.99,578.44,21.59,-0.11,390.29
1980-08-08,2.93,577.78,21.79,0.67,394.94
1980-08-09,0.9,725.97,20.87,-0.45,329.18
1980-08-10,0.0,741.01,21.99,-1.5,277.59
1980-08-11,0.0,745.99,23.01,-1.35,281.79
1980-08-12,0.59,575.74,21.1,0.63,338.74
1980-08-13,0.32,572.39,20.64,-0.85,295.02
1980-08-14,3.94,553.14,18.24,0.27,261.9
1980-08-15,5.03,525.74,16.13,1.11,269.98
1980-08-16,1.45,571.36,15.52,-4.39,195.81
1980-08-17,0.02,729.09,17.16,-5.28,160.74
1980-08-18,0.0,707.95,15.73,-2.94,191.71
1980-08-19,0.46,541.02,15.26,0.06,246.11
1980-08-20,0.19,718.85,16.49,-4.91,167.55
1980-08-21,0.0,738.32,17.83,-6.38,146.49
1980-08-22,10.98,581.58,18.63,-5.77,186.98
1980-08-23,21.39,529.08,16.6,-1.41,303.92
1980-08-24,14.35,402.49,13.39,0.49,422.3
1980-08-25,4.87,479.73,11.86,-0.82,394.43
1980-08-26,0.83,550.68,15.31,-4.31,313.64
1980-08-27,0.03,704.81,15.63,-5.31,263.81
1980-08-28,0.0,705.85,16.03,-4.72,267.06
1980-08-29,0.0,704.4,15.49,-4.78,270.39
1980-08-30,0.0,689.48,14.74,-3.8,280.71
1980-08-31,0.0,700.16,14.46,-5.59,259.45
1980-09-01,0.0,699.6,16.13,-4.68,270.06
1980-09-02,0.0,703.38,17.12,-4.72,273.68
1980-09-03,0.0,702.62,18.22,-4.53,278.78
1980-09-04,0.0,700.1,19.14,-4.4,296.9
1980-09-05,0.13,549.05,18.51,-1.72,373.99
1980-09-06,3.31,523.54,16.19,-1.87,396.02
1980-09-07,5.3,500.99,16.17,0.92,468.68
1980-09-08,10.96,492.95,15.34,0.57,494.79
1980-09-09,23.73,416.77,13.84,2.7,584.52
1980-09-10,27.08,307.44,11.52,2.41,591.6
1980-09-11,12.37,488.46,10.61,-4.23,409.87
1980-09-12,1.89,655.56,12.54,-5.44,346.73
1980-09-13,0.0,658.69,13.08,-5.38,349.2
1980-09-14,0.0,655.05,14.84,-3.54,388.13
1980-09-15,0.0,660.54,15.88,-4.21,392.63
1980-09-16,0.0,636.94,15.55,-1.79,430.62
1980-09-17,0.0,664.23,15.81,-6.23,354.37
1980-09-18,0.0,658.77,18.06,-4.6,377.92
1980-09-19,0.0,652.67,17.7,-3.28,408.83
1980-09-20,0.0,644.54,15.94,-4.02,387.52
1980-09-21,0.0,647.34,13.89,-6.24,332.0
1980-09-22,0.0,651.27,13.82,-8.44,288.04
1980-09-23,0.0,648.94,12.96,-8.53,279.25
1980-09-24,0.0,646.95,14.2,-8.8,277.87
1980-09-25,0.0,643.89,15.58,-8.72,290.28
1980-09-26,0.0,626.3,14.22,-5.39,347.96
1980-09-27,0.0,624.22,15.29,-5.15,361.92
1980-09-28,0.0,629.36,15.49,-6.26,343.4
1980-09-29,0.0,627.15,16.79,-6.27,344.4
1980-09-30,0.0,628.81,18.81,-5.8,358.03
1980-10-01,0.0,625.38,19.78,-6.33,355.07
1980-10-02,0.0,614.09,17.65,-5.34,360.87
1980-10-03,0.0,619.09,16.77,-7.89,317.5
1980-10-04,0.0,613.15,17.06,-7.54,317.36
1980-10-05,0.0,612.56,17.85,-7.18,330.19
1980-10-06,0.0,601.52,16.43,-6.13,344.87
1980-10-07,0.0,601.32,17.08,-7.25,331.56
