date,prcp,srad,tmax,tmin,vprp
1980-01-01,0.0,127.16,7.15,-3.0,368.33
1980-01-02,2.23,165.67,4.37,-12.01,240.91
1980-01-03,0.92,206.67,2.61,-9.97,218.69
1980-01-04,7.77,152.94,1.4,-11.97,196.25
1980-01-05,3.64,185.02,-4.01,-23.07,103.36
1980-01-06,0.28,162.19,-5.88,-25.73,66.11
1980-01-07,0.54,157.04,-15.97,-25.79,58.87
1980-01-08,1.94,165.24,-17.77,-31.96,37.97
1980-01-09,4.77,165.05,-22.71,-32.68,33.36
1980-01-10,2.13,145.92,-18.9,-26.16,52.19
1980-01-11,0.19,241.28,-13.06,-29.56,57.82
1980-01-12,0.0,246.45,7.32,-15.09,167.69
1980-01-13,0.0,226.28,6.35,-6.15,302.05
1980-01-14,0.0,237.53,4.91,-9.46,272.85
1980-01-15,0.0,245.02,8.27,-8.34,271.55
1980-01-16,0.0,237.94,5.46,-11.8,225.06
1980-01-17,0.0,235.35,4.28,-8.25,252.33
1980-01-18,0.0,228.91,1.3,-17.01,154.31
1980-01-19,0.0,249.08,-3.17,-17.38,132.63
1980-01-20,0.0,261.5,4.44,-14.21,177.66
1980-01-21,0.0,188.38,3.0,-5.85,300.26
1980-01-22,0.0,239.0,5.54,-6.14,338.31
1980-01-23,0.0,183.95,6.66,-0.13,455.32
1980-01-24,0.02,233.28,5.7,-11.57,251.74
1980-01-25,0.01,259.6,1.77,-22.35,100.96
1980-01-26,0.38,173.47,-11.52,-26.62,58.74
1980-01-27,0.16,226.51,-19.31,-28.02,47.96
1980-01-28,0.0,266.38,-17.56,-30.48,40.37
1980-01-29,0.0,265.82,-16.91,-29.13,43.51
1980-01-30,0.0,291.09,-6.58,-28.03,57.43
1980-01-31,0.0,279.83,-2.42,-16.72,116.07
1980-02-01,0.0,295.15,1.23,-19.38,124.07
1980-02-02,0.0,291.62,8.08,-9.05,227.37
1980-02-03,0.0,276.99,6.11,-7.14,276.96
1980-02-04,0.0,278.63,6.11,-6.62,280.91
1980-02-05,0.0,295.22,3.84,-11.51,211.8
1980-02-06,0.09,217.57,1.69,-11.51,197.24
1980-02-07,0.22,230.77,-2.42,-16.82,144.85
1980-02-08,0.08,318.33,3.72,-16.28,137.17
1980-02-09,0.0,291.47,2.27,-12.02,167.57
1980-02-10,0.0,303.47,-0.87,-16.02,133.64
1980-02-11,0.0,327.34,-1.86,-20.9,100.8
1980-02-12,0.14,236.15,-2.03,-14.24,143.09
1980-02-13,0.53,242.18,-3.51,-18.07,117.67
1980-02-14,0.35,192.52,-7.03,-24.34,75.41
1980-02-15,0.37,206.16,-14.23,-22.46,73.82
1980-02-16,0.13,347.64,-10.44,-28.31,53.77
1980-02-17,0.0,353.76,-2.22,-22.91,75.56
1980-02-18,0.55,257.59,-1.74,-15.12,141.12
1980-02-19,0.22,341.44,5.77,-8.96,209.96
1980-02-20,0.09,249.15,4.4,-9.14,224.09
1980-02-21,1.12,260.9,0.97,-13.46,173.8
1980-02-22,0.45,330.66,-2.21,-14.25,150.22
1980-02-23,0.0,359.01,2.54,-12.59,156.47
1980-02-24,0.0,369.44,1.85,-14.58,138.89
1980-02-25,0.0,383.94,8.51,-14.34,144.89
1980-02-26,0.0,381.24,10.16,-8.49,211.28
1980-02-27,0.0,380.48,15.28,-3.43,281.86
1980-02-28,2.06,302.6,12.73,-9.25,220.7
1980-02-29,1.79,352.1,6.63,-16.47,161.75
1980-03-01,1.53,400.74,0.37,-19.42,102.78
1980-03-02,0.18,372.15,4.26,-15.52,125.62
1980-03-03,1.84,312.08,2.18,-15.8,126.23
