date,prcp,srad,tmax,tmin,vprp
1980-01-01,1.27,292.15,0.55,-11.01,225.92
1980-01-02,14.79,227.26,-1.08,-11.12,224.98
1980-01-03,6.63,299.54,-6.18,-18.09,160.42
1980-01-04,6.62,220.45,-3.26,-9.31,249.75
1980-01-05,2.6,353.33,1.97,-9.97,258.4
1980-01-06,1.64,308.01,-0.66,-16.81,167.62
1980-01-07,2.77,264.48,-3.8,-18.66,129.87
1980-01-08,23.44,275.53,-6.19,-15.99,163.36
1980-01-09,15.7,257.39,-1.01,-9.27,253.79
1980-01-10,33.7,296.58,-1.7,-13.43,203.0
1980-01-11,13.1,318.71,-4.67,-22.89,122.56
1980-01-12,18.33,279.49,-0.55,-10.23,244.93
1980-01-13,23.02,265.44,1.52,-6.79,337.91
1980-01-14,28.75,252.58,1.4,-5.86,361.26
1980-01-15,9.21,329.64,-0.08,-9.14,294.47
1980-01-16,0.75,276.71,-2.13,-11.08,246.06
1980-01-17,0.59,309.86,-2.29,-12.43,224.48
1980-01-18,1.23,274.12,-3.1,-11.01,228.14
1980-01-19,0.49,370.9,-5.27,-18.15,144.83
1980-01-20,0.01,412.09,-7.06,-21.79,105.82
1980-01-21,1.61,331.47,-4.47,-18.02,129.52
1980-01-22,1.74,315.65,-6.46,-18.66,125.14
1980-01-23,0.45,427.53,-4.66,-22.37,107.94
1980-01-24,0.0,414.35,-0.99,-14.53,168.2
1980-01-25,13.3,335.66,-3.2,-16.76,147.99
1980-01-26,14.55,332.33,-7.14,-26.59,74.81
1980-01-27,46.17,346.85,-10.97,-25.22,71.01
1980-01-28,64.31,288.79,-12.35,-20.84,95.78
1980-01-29,66.56,334.21,-9.23,-20.56,101.26
1980-01-30,21.68,363.16,-9.47,-27.14,66.62
1980-01-31,0.91,451.19,-10.65,-28.18,65.55
1980-02-01,0.0,436.53,-2.6,-16.13,154.35
1980-02-02,0.0,406.33,-0.66,-10.92,239.14
1980-02-03,0.22,342.01,0.35,-9.99,270.29
1980-02-04,2.74,311.61,-0.48,-9.41,266.14
1980-02-05,1.09,453.89,-2.42,-18.55,161.29
1980-02-06,0.0,458.3,1.44,-13.63,195.9
1980-02-07,8.52,335.69,0.14,-12.67,197.98
1980-02-08,3.51,474.5,-5.21,-28.85,73.49
1980-02-09,0.0,486.22,-10.93,-31.28,46.21
1980-02-10,0.0,489.1,-4.99,-24.75,73.84
1980-02-11,0.0,485.79,-5.23,-22.99,90.66
1980-02-12,0.0,489.43,-3.45,-21.07,114.69
1980-02-13,0.0,480.08,0.85,-14.9,183.8
1980-02-14,0.74,381.92,1.71,-10.73,252.43
1980-02-15,13.52,321.27,0.53,-9.62,267.26
1980-02-16,5.48,421.3,-1.5,-12.87,227.06
1980-02-17,0.03,411.71,-0.37,-10.2,271.32
1980-02-18,10.31,297.55,1.67,-5.51,370.57
1980-02-19,9.03,308.12,2.13,-5.35,383.39
1980-02-20,7.6,297.73,1.1,-7.72,321.27
1980-02-21,3.06,384.44,-0.44,-11.14,259.15
1980-02-22,4.84,329.95,-1.32,-9.61,267.06
1980-02-23,4.86,351.5,-2.31,-11.28,235.61
1980-02-24,1.91,414.78,-3.54,-16.15,166.75
1980-02-25,0.28,530.64,-3.44,-19.63,140.08
1980-02-26,0.0,511.73,1.75,-11.58,231.08
1980-02-27,0.0,524.28,4.88,-9.88,275.54
1980-02-28,0.0,539.16,5.33,-11.01,265.36
1980-02-29,2.72,481.4,3.71,-10.2,206.28
1980-03-01,5.45,428.33,0.41,-18.78,147.16
1980-03-02,0.35,565.04,1.87,-19.84,150.3
1980-03-03,0.17,402.84,2.46,-6.76,311.18
1980-03-04,18.96,383.34,1.1,-10.59,274.47
1980-03-05,8.76,396.23,1.08,-8.39,301.58
1980-03-06,15.02,293.41,0.18,-7.62,303.14
1980-03-07,9.7,437.4,-1.69,-13.31,220.62
1980-03-08,2.44,422.83,-2.04,-12.6,214.56
1980-03-09,1.37,415.54,-2.91,-12.66,221.76
1980-03-10,0.41,522.43,1.36,-9.44,266.26
1980-03-11,0.0,563.31,0.62,-12.48,234.03
1980-03-12,9.41,360.67,-0.5,-10.22,238.42
1980-03-13,3.87,599.6,-1.24,-18.72,160.22
1980-03-14,0.0,595.0,4.18,-11.83,236.5
1980-03-15,0.0,550.24,3.46,-7.59,300.94
1980-03-16,13.62,466.58,1.49,-15.5,182.3
1980-03-17,5.61,621.26,-3.82,-24.3,101.07
1980-03-18,0.0,620.3,2.27,-17.36,143.42
1980-03-19,0.0,621.05,0.64,-17.31,150.03
1980-03-20,4.58,490.26,-1.18,-18.1,153.99
1980-03-21,1.89,612.95,4.78,-11.78,236.48
1980-03-22,3.3,443.7,3.36,-8.87,279.09
1980-03-23,1.36,579.64,0.33,-14.2,206.39
1980-03-24,0.0,593.72,0.29,-12.68,220.78
1980-03-25,18.76,390.42,-0.66,-9.07,268.63
1980-03-26,17.1,426.71,-2.28,-12.38,214.88
1980-03-27,3.86,640.77,-1.33,-19.52,147.42
1980-03-28,4.15,379.07,-2.56,-11.72,207.25
1980-03-29,2.54,475.83,-2.77,-15.28,178.63
1980-03-30,0.34,644.4,0.71,-15.84,172.57
1980-03-31,15.34,413.4,-0.99,-13.63,181.28
1980-04-01,9.03,506.05,-4.21,-18.9,139.63
1980-04-02,3.3,495.62,-2.53,-15.8,160.23
1980-04-03,3.73,506.1,-2.8,-16.94,169.07
1980-04-04,1.93,487.99,2.38,-10.18,259.47
1980-04-05,0.31,646.0,5.81,-9.7,291.96
1980-04-06,7.14,426.81,4.29,-6.99,315.22
1980-04-07,3.29,429.64,-0.14,-13.83,204.57
1980-04-08,0.14,645.52,-0.99,-15.65,178.42
1980-04-09,0.0,675.51,5.19,-12.69,234.33
1980-04-10,5.11,454.2,3.75,-7.0,312.94
1980-04-11,6.47,458.53,0.95,-12.34,219.25
1980-04-12,1.8,669.83,-2.77,-19.38,133.41
1980-04-13,0.0,687.72,-1.04,-18.81,133.62
1980-04-14,0.0,697.87,4.62,-16.5,179.04
1980-04-15,0.0,682.63,8.87,-8.88,288.96
1980-04-16,0.0,655.94,6.77,-8.94,289.66
1980-04-17,0.0,682.44,5.75,-11.05,259.06
1980-04-18,0.0,703.48,10.53,-10.94,277.85
1980-04-19,0.0,689.11,11.42,-6.67,364.47
1980-04-20,0.0,695.53,14.45,-5.2,423.37
1980-04-21,0.0,689.63,15.29,-3.71,465.65
1980-04-22,0.71,545.36,13.27,-4.06,463.31
1980-04-23,0.87,526.66,11.73,-3.9,456.86
1980-04-24,0.29,551.88,9.69,-3.95,415.8
1980-04-25,0.02,693.66,8.49,-9.25,311.22
1980-04-26,0.0,695.29,8.72,-8.48,310.04
1980-04-27,0.0,705.66,10.68,-8.2,321.26
1980-04-28,0.0,708.44,13.58,-6.9,360.66
1980-04-29,0.05,651.36,15.19,-2.97,451.82
1980-04-30,7.88,513.79,13.21,-1.6,492.25
1980-05-01,3.33,572.16,10.41,-2.84,439.19
1980-05-02,0.07,675.11,12.19,-5.85,382.42
1980-05-03,0.51,535.16,11.18,-3.71,415.76
1980-05-04,0.36,557.68,12.36,-6.78,384.55
1980-05-05,3.48,495.77,11.51,-1.0,511.4
1980-05-06,5.32,515.29,13.19,-0.68,535.16
1980-05-07,5.23,519.24,12.18,-2.81,485.16
1980-05-08,6.31,487.92,11.2,-0.52,534.71
1980-05-09,13.51,477.21,10.43,-0.95,527.01
1980-05-10,7.03,506.26,11.05,-1.71,505.81
1980-05-11,15.91,489.87,10.21,-2.12,471.98
1980-05-12,31.24,421.31,8.5,-5.47,377.04
1980-05-13,12.54,494.22,5.07,-6.59,349.25
1980-05-14,2.87,550.71,9.72,-6.81,368.51
1980-05-15,1.44,522.46,9.86,-3.25,446.57
1980-05-16,1.75,513.13,9.21,-3.38,437.8
1980-05-17,31.12,442.84,7.25,-5.27,379.47
1980-05-18,12.58,645.58,9.45,-6.54,370.51
1980-05-19,1.41,548.24,10.95,-3.61,447.19
1980-05-20,4.52,560.63,14.93,-3.05,487.64
1980-05-21,1.62,718.27,19.48,-2.02,539.02
1980-05-22,0.06,622.33,21.62,0.66,640.35
1980-05-23,0.02,693.28,19.18,2.06,655.92
1980-05-24,0.0,713.93,18.01,-0.46,546.97
1980-05-25,0.0,716.11,14.75,-6.12,372.44
1980-05-26,0.0,736.02,12.58,-7.87,334.5
1980-05-27,0.0,736.35,16.62,-5.75,389.01
1980-05-28,0.0,726.43,15.45,-3.76,438.83
1980-05-29,0.11,617.39,13.83,-3.37,438.31
1980-05-30,0.04,732.15,14.28,-7.06,358.73
1980-05-31,0.0,726.26,13.37,-5.45,375.65
1980-06-01,0.08,600.47,12.01,-6.04,380.78
1980-06-02,0.03,711.16,13.82,-4.07,426.65
1980-06-03,0.0,732.4,18.88,-2.62,480.24
1980-06-04,0.0,729.29,18.85,-1.68,514.4
1980-06-05,0.0,729.15,20.71,-0.94,529.05
1980-06-06,0.0,723.43,17.74,-2.16,474.18
1980-06-07,0.0,733.13,16.55,-4.74,422.09
1980-06-08,0.0,728.61,19.25,-1.83,492.73
1980-06-09,0.0,727.06,19.66,-1.33,521.71
1980-06-10,0.0,733.1,22.76,-0.93,542.4
1980-06-11,0.0,735.03,22.74,-1.3,529.97
1980-06-12,0.0,728.43,20.38,-1.03,523.94
1980-06-13,0.0,731.84,20.8,-1.68,502.62
1980-06-14,0.0,730.09,19.53,-2.49,460.33
1980-06-15,0.0,722.37,16.21,-5.03,381.63
1980-06-16,0.0,729.16,15.69,-5.42,387.65
1980-06-17,0.0,726.26,20.15,-1.66,488.07
1980-06-18,0.0,727.33,21.69,-0.98,535.44
1980-06-19,0.69,564.58,19.32,0.61,592.69
1980-06-20,0.29,685.76,21.56,0.15,576.42
1980-06-21,0.0,714.63,21.12,0.66,568.84
1980-06-22,0.0,727.43,21.76,-1.1,531.85
1980-06-23,0.0,724.79,23.06,0.35,556.94
1980-06-24,0.0,732.38,22.92,-1.55,490.1
1980-06-25,0.0,739.51,24.99,-3.05,462.39
1980-06-26,0.0,731.93,25.04,-0.08,549.2
1980-06-27,0.0,708.88,22.6,2.98,602.98
1980-06-28,0.0,728.35,19.66,-2.24,472.73
1980-06-29,0.0,734.29,23.88,-0.7,544.42
1980-06-30,0.17,572.46,22.68,5.42,753.42
