date,prcp,srad,tmax,tmin,vprp
1980-01-01,19.99,52.56,7.58,4.73,820.25
1980-01-02,21.44,69.3,7.31,3.04,764.61
1980-01-03,12.54,96.86,6.48,-0.56,623.84
1980-01-04,2.14,116.1,4.84,-1.64,546.6
1980-01-05,0.01,134.12,3.53,-4.47,455.0
1980-01-06,0.0,124.92,2.26,-5.46,402.81
1980-01-07,5.87,65.57,-0.43,-4.29,417.35
1980-01-08,13.78,39.17,-1.14,-3.34,441.63
1980-01-09,10.59,74.42,-0.87,-4.44,422.01
1980-01-10,9.7,138.97,-0.23,-6.33,386.07
1980-01-11,16.45,99.1,1.02,-2.23,479.21
1980-01-12,73.43,136.02,5.16,-0.88,558.76
1980-01-13,35.59,146.03,4.85,-2.96,514.56
1980-01-14,8.49,119.05,3.97,-1.52,541.0
1980-01-15,15.64,110.53,6.06,1.45,656.28
1980-01-16,7.08,96.8,5.74,1.48,665.38
1980-01-17,1.98,135.09,4.66,-2.81,528.1
1980-01-18,0.71,167.02,3.35,-3.63,465.68
1980-01-19,0.0,192.31,3.3,-4.93,433.74
1980-01-20,0.86,129.47,2.81,-3.44,469.14
1980-01-21,0.96,133.69,6.58,-1.22,554.72
1980-01-22,0.4,157.56,8.53,-2.28,551.23
1980-01-23,0.12,158.97,8.18,-2.17,554.39
1980-01-24,0.12,122.2,7.52,0.15,601.94
1980-01-25,0.04,196.97,5.25,-4.05,486.2
1980-01-26,0.58,103.63,4.11,-4.53,419.69
1980-01-27,0.29,189.18,-0.66,-8.14,326.88
1980-01-28,0.0,219.3,-1.9,-13.66,224.16
1980-01-29,0.0,225.05,-0.93,-13.3,212.71
1980-01-30,0.0,224.81,-0.49,-12.39,241.42
1980-01-31,10.62,141.04,0.78,-4.76,394.29
1980-02-01,26.07,164.58,5.68,-2.28,517.36
1980-02-02,49.2,157.65,7.51,0.19,628.06
1980-02-03,31.83,110.27,7.13,2.85,716.56
1980-02-04,21.61,179.51,7.98,-2.12,592.57
1980-02-05,16.58,94.83,7.46,1.67,666.22
1980-02-06,21.31,89.75,6.45,3.45,752.64
1980-02-07,8.61,145.54,7.26,1.55,707.1
1980-02-08,0.09,235.25,9.16,0.34,663.83
1980-02-09,0.0,226.27,9.75,0.54,651.62
1980-02-10,0.0,258.78,9.98,-4.05,521.45
1980-02-11,0.0,258.23,10.38,-2.8,523.21
1980-02-12,0.0,265.02,9.76,-4.09,491.91
1980-02-13,0.0,246.28,8.5,-3.04,505.95
1980-02-14,0.0,135.2,6.03,-0.45,563.26
1980-02-15,0.21,132.49,2.97,-2.46,525.67
1980-02-16,1.43,139.79,5.04,-0.34,585.51
1980-02-17,7.75,131.56,5.47,0.18,634.92
1980-02-18,33.3,90.34,7.4,4.17,783.06
1980-02-19,24.23,110.87,7.29,3.22,769.19
1980-02-20,10.28,157.33,6.88,0.83,667.49
1980-02-21,2.92,218.87,8.6,-3.36,532.28
1980-02-22,0.06,299.61,11.01,-2.99,528.54
1980-02-23,0.06,236.99,10.8,-2.04,576.49
1980-02-24,2.62,207.83,11.79,2.62,748.89
1980-02-25,12.56,144.06,11.5,5.5,897.02
1980-02-26,53.74,100.01,10.99,7.83,1025.05
1980-02-27,99.47,118.16,11.56,7.71,1032.26
1980-02-28,52.49,159.76,11.28,5.24,906.93
1980-02-29,27.34,190.66,10.98,2.53,847.75
1980-03-01,2.19,221.0,11.64,2.96,788.54
1980-03-02,6.37,216.43,11.63,3.71,820.23
1980-03-03,4.41,227.26,12.3,3.48,813.09
1980-03-04,1.22,196.63,11.83,2.51,746.12
1980-03-05,0.37,242.98,8.86,-0.96,609.89
1980-03-06,0.04,350.19,10.27,-4.37,510.34
1980-03-07,0.16,234.95,9.8,0.58,623.84
1980-03-08,0.25,262.41,10.2,-1.83,592.06
1980-03-09,4.72,223.69,9.74,0.61,638.22
1980-03-10,36.74,247.7,7.76,-1.34,586.8
1980-03-11,30.36,227.1,7.31,-1.44,560.84
1980-03-12,32.41,222.05,5.33,-1.8,548.88
1980-03-13,35.29,242.01,7.03,-0.7,581.82
1980-03-14,25.73,256.85,6.61,-2.36,537.13
1980-03-15,16.12,259.91,6.05,-2.41,524.45
1980-03-16,10.37,227.5,5.66,-1.97,541.83
1980-03-17,30.91,182.79,5.73,1.0,635.15
